Source_ID,Platform,Raw_Text,Cleaned_Text,Timestamp,Data_Type
GRP-BILI-DM-BV1D5411c79s-006839,bilibili,bgm:完美降落,bgm:完美降落,,danmaku
GRP-BILI-DM-BV1D5411c79s-006840,bilibili,BGM！！,BGM！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006841,bilibili,我给奶奶买过同款！哈哈哈哈,我给奶奶买过同款！哈哈哈哈,,danmaku
GRP-BILI-DM-BV1D5411c79s-006842,bilibili,牛仔裤求链接！,牛仔裤求链接！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006843,bilibili,好好看！！这套,好好看！这套,,danmaku
GRP-BILI-DM-BV1D5411c79s-006844,bilibili,我有这种风格的,我有这种风格的,,danmaku
GRP-BILI-DM-BV1D5411c79s-006845,bilibili,笑死,笑死,,danmaku
GRP-BILI-DM-BV1D5411c79s-006846,bilibili,绝了 全部十分,绝了 全部十分,,danmaku
GRP-BILI-DM-BV1D5411c79s-006847,bilibili,1111111,1111111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006848,bilibili,111,111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006849,bilibili,绝了,绝了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006850,bilibili,也就是说胸和别人脖子一样粗,也就是说胸和别人脖子一样粗,,danmaku
GRP-BILI-DM-BV1D5411c79s-006851,bilibili,好家伙,好家伙,,danmaku
GRP-BILI-DM-BV1D5411c79s-006852,bilibili,林姐牛逼,林姐牛逼,,danmaku
GRP-BILI-DM-BV1D5411c79s-006853,bilibili,历史老师,历史老师,,danmaku
GRP-BILI-DM-BV1D5411c79s-006854,bilibili,这个好呀！！！,这个好呀！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006855,bilibili,可以可以！！！,可以可以！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006856,bilibili,厉害了,厉害了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006857,bilibili,绝了,绝了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006858,bilibili,林姐好强,林姐好强,,danmaku
GRP-BILI-DM-BV1D5411c79s-006859,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-006860,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-006861,bilibili,11111,11111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006862,bilibili,不能说不像 只能说一模一样！,不能说不像 只能说一模一样！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006863,bilibili,这也可以改？,这也可以改？,,danmaku
GRP-BILI-DM-BV1D5411c79s-006864,bilibili,牛哇,牛哇,,danmaku
GRP-BILI-DM-BV1D5411c79s-006865,bilibili,222222,222222,,danmaku
GRP-BILI-DM-BV1D5411c79s-006866,bilibili,绝绝子,绝绝子,,danmaku
GRP-BILI-DM-BV1D5411c79s-006867,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-006868,bilibili,我的天！！！！！！！！！！！！！！,我的天！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006869,bilibili,我娘,我娘,,danmaku
GRP-BILI-DM-BV1D5411c79s-006870,bilibili,简直了简直了,简直了简直了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006871,bilibili,222222,222222,,danmaku
GRP-BILI-DM-BV1D5411c79s-006872,bilibili,你们以为是衣服好看吗？不 是UP好看啊！！！,你们以为是衣服好看吗？不 是UP好看啊！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006873,bilibili,林姐牛皮,林姐牛皮,,danmaku
GRP-BILI-DM-BV1D5411c79s-006874,bilibili,来咯！,来咯！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006875,bilibili,好的妈妈,好的妈妈,,danmaku
GRP-BILI-DM-BV1D5411c79s-006876,bilibili,1111111,1111111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006877,bilibili,超爱bgm！,超爱bgm！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006878,bilibili,绝哇靠,绝哇靠,,danmaku
GRP-BILI-DM-BV1D5411c79s-006879,bilibili,1111111,1111111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006880,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-006881,bilibili,！！！！！看,！看,,danmaku
GRP-BILI-DM-BV1D5411c79s-006882,bilibili,up！！！！,up！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006883,bilibili,100,100,,danmaku
GRP-BILI-DM-BV1D5411c79s-006884,bilibili,都都都,都都都,,danmaku
GRP-BILI-DM-BV1D5411c79s-006885,bilibili,牛啊,牛啊,,danmaku
GRP-BILI-DM-BV1D5411c79s-006886,bilibili,但是不敢脱,但是不敢脱,,danmaku
GRP-BILI-DM-BV1D5411c79s-006887,bilibili,语文老师竟是我自己,语文老师竟是我自己,,danmaku
GRP-BILI-DM-BV1D5411c79s-006888,bilibili,BGM yyds！！,BGM yyds！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006889,bilibili,我妈有,我妈有,,danmaku
GRP-BILI-DM-BV1D5411c79s-006890,bilibili,我看上的都是你用来搭配的衣服,我看上的都是你用来搭配的衣服,,danmaku
GRP-BILI-DM-BV1D5411c79s-006891,bilibili,100000,100000,,danmaku
GRP-BILI-DM-BV1D5411c79s-006892,bilibili,这个可以,这个可以,,danmaku
GRP-BILI-DM-BV1D5411c79s-006893,bilibili,好看！！！,好看！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006894,bilibili,这个好看,这个好看,,danmaku
GRP-BILI-DM-BV1D5411c79s-006895,bilibili,。？,。？,,danmaku
GRP-BILI-DM-BV1D5411c79s-006896,bilibili,我新买了怎么办,我新买了怎么办,,danmaku
GRP-BILI-DM-BV1D5411c79s-006897,bilibili,100,100,,danmaku
GRP-BILI-DM-BV1D5411c79s-006898,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-006899,bilibili,MVP！,MVP！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006900,bilibili,这个反面的颜色复古诶,这个反面的颜色复古诶,,danmaku
GRP-BILI-DM-BV1D5411c79s-006901,bilibili,8,8,,danmaku
GRP-BILI-DM-BV1D5411c79s-006902,bilibili,nb,nb,,danmaku
GRP-BILI-DM-BV1D5411c79s-006903,bilibili,9,9,,danmaku
GRP-BILI-DM-BV1D5411c79s-006904,bilibili,nb,nb,,danmaku
GRP-BILI-DM-BV1D5411c79s-006905,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-006906,bilibili,哇,哇,,danmaku
GRP-BILI-DM-BV1D5411c79s-006907,bilibili,12212,12212,,danmaku
GRP-BILI-DM-BV1D5411c79s-006908,bilibili,林姐牛逼,林姐牛逼,,danmaku
GRP-BILI-DM-BV1D5411c79s-006909,bilibili,全部十分！！！,全部十分！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006910,bilibili,巅峰之作,巅峰之作,,danmaku
GRP-BILI-DM-BV1D5411c79s-006911,bilibili,这一期绝了,这一期绝了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006912,bilibili,10分！！,10分！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006913,bilibili,好看！！！,好看！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006914,bilibili,白色背带裤更减龄了,白色背带裤更减龄了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006915,bilibili,我也爱上你了！！！,我也爱上你了！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006916,bilibili,11111,11111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006917,bilibili,绝,绝,,danmaku
GRP-BILI-DM-BV1D5411c79s-006918,bilibili,废这劲。,废这劲。,,danmaku
GRP-BILI-DM-BV1D5411c79s-006919,bilibili,绝了,绝了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006920,bilibili,666,666,,danmaku
GRP-BILI-DM-BV1D5411c79s-006921,bilibili,11,11,,danmaku
GRP-BILI-DM-BV1D5411c79s-006922,bilibili,我是英语老师爱穿,我是英语老师爱穿,,danmaku
GRP-BILI-DM-BV1D5411c79s-006923,bilibili,卧槽我想买这件了,卧槽我想买这件了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006924,bilibili,这套超好看,这套超好看,,danmaku
GRP-BILI-DM-BV1D5411c79s-006925,bilibili,好喜欢这个系列！,好喜欢这个系列！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006926,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-006927,bilibili,全场mvp,全场mvp,,danmaku
GRP-BILI-DM-BV1D5411c79s-006928,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-006929,bilibili,草以为手机响了,草以为手机响了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006930,bilibili,看身材得各位,看身材得各位,,danmaku
GRP-BILI-DM-BV1D5411c79s-006931,bilibili,同款包包,同款包包,,danmaku
GRP-BILI-DM-BV1D5411c79s-006932,bilibili,我们是英语老师,我们是英语老师,,danmaku
GRP-BILI-DM-BV1D5411c79s-006933,bilibili,11111,11111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006934,bilibili,满分,满分,,danmaku
GRP-BILI-DM-BV1D5411c79s-006935,bilibili,好看，好看,好看，好看,,danmaku
GRP-BILI-DM-BV1D5411c79s-006936,bilibili,流批！,流批！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006937,bilibili,NB,NB,,danmaku
GRP-BILI-DM-BV1D5411c79s-006938,bilibili,都喜欢！,都喜欢！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006939,bilibili,林姐太强了吧,林姐太强了吧,,danmaku
GRP-BILI-DM-BV1D5411c79s-006940,bilibili,bgm：dancing in my room,bgm：dancing in my room,,danmaku
GRP-BILI-DM-BV1D5411c79s-006941,bilibili,绝了,绝了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006942,bilibili,原来脑子对服装也是有加成的！,原来脑子对服装也是有加成的！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006943,bilibili,无敌了这,无敌了这,,danmaku
GRP-BILI-DM-BV1D5411c79s-006944,bilibili,姐妹太会了,姐妹太会了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006945,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-006946,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-006947,bilibili,1111,1111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006948,bilibili,这套好好看！10！,这套好好看！10！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006949,bilibili,11111,11111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006950,bilibili,好厉害，满分,好厉害，满分,,danmaku
GRP-BILI-DM-BV1D5411c79s-006951,bilibili,全部十分,全部十分,,danmaku
GRP-BILI-DM-BV1D5411c79s-006952,bilibili,牛逼,牛逼,,danmaku
GRP-BILI-DM-BV1D5411c79s-006953,bilibili,能有一个三连,能有一个三连,,danmaku
GRP-BILI-DM-BV1D5411c79s-006954,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-006955,bilibili,正面加跟腰带就行了,正面加跟腰带就行了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006956,bilibili,自然老师……,自然老师……,,danmaku
GRP-BILI-DM-BV1D5411c79s-006957,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-006958,bilibili,近看才发现是绿色的,近看才发现是绿色的,,danmaku
GRP-BILI-DM-BV1D5411c79s-006959,bilibili,太好看了,太好看了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006960,bilibili,太好看了吧,太好看了吧,,danmaku
GRP-BILI-DM-BV1D5411c79s-006961,bilibili,好家伙,好家伙,,danmaku
GRP-BILI-DM-BV1D5411c79s-006962,bilibili,111111,111111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006963,bilibili,不分伯仲，都太厉害,不分伯仲，都太厉害,,danmaku
GRP-BILI-DM-BV1D5411c79s-006964,bilibili,是的,是的,,danmaku
GRP-BILI-DM-BV1D5411c79s-006965,bilibili,这个颜色好看,这个颜色好看,,danmaku
GRP-BILI-DM-BV1D5411c79s-006966,bilibili,111,111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006967,bilibili,1111,1111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006968,bilibili,111111,111111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006969,bilibili,1000,1000,,danmaku
GRP-BILI-DM-BV1D5411c79s-006970,bilibili,有点眼熟,有点眼熟,,danmaku
GRP-BILI-DM-BV1D5411c79s-006971,bilibili,牛逼,牛逼,,danmaku
GRP-BILI-DM-BV1D5411c79s-006972,bilibili,太强了,太强了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006973,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-006974,bilibili,好会穿啊,好会穿啊,,danmaku
GRP-BILI-DM-BV1D5411c79s-006975,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-006976,bilibili,wu,wu,,danmaku
GRP-BILI-DM-BV1D5411c79s-006977,bilibili,林姐牛逼,林姐牛逼,,danmaku
GRP-BILI-DM-BV1D5411c79s-006978,bilibili,我的币藏不住了,我的币藏不住了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006979,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-006980,bilibili,裙子好看诶,裙子好看诶,,danmaku
GRP-BILI-DM-BV1D5411c79s-006981,bilibili,也太好看了吧,也太好看了吧,,danmaku
GRP-BILI-DM-BV1D5411c79s-006982,bilibili,救命,救命,,danmaku
GRP-BILI-DM-BV1D5411c79s-006983,bilibili,哈哈哈,哈哈哈,,danmaku
GRP-BILI-DM-BV1D5411c79s-006984,bilibili,好看,好看,,danmaku
GRP-BILI-DM-BV1D5411c79s-006985,bilibili,啊啊啊啊,啊啊啊啊,,danmaku
GRP-BILI-DM-BV1D5411c79s-006986,bilibili,111111,111111,,danmaku
GRP-BILI-DM-BV1D5411c79s-006987,bilibili,哈哈哈哈或,哈哈哈哈或,,danmaku
GRP-BILI-DM-BV1D5411c79s-006988,bilibili,妈呀 要命！！！,妈呀 要命！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006989,bilibili,真让我想不到,真让我想不到,,danmaku
GRP-BILI-DM-BV1D5411c79s-006990,bilibili,穿不出去的,穿不出去的,,danmaku
GRP-BILI-DM-BV1D5411c79s-006991,bilibili,10000分,10000分,,danmaku
GRP-BILI-DM-BV1D5411c79s-006992,bilibili,8,8,,danmaku
GRP-BILI-DM-BV1D5411c79s-006993,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-006994,bilibili,peaches我可太喜欢了,peaches我可太喜欢了,,danmaku
GRP-BILI-DM-BV1D5411c79s-006995,bilibili,100,100,,danmaku
GRP-BILI-DM-BV1D5411c79s-006996,bilibili,好温柔啊啊啊——,好温柔啊啊啊——,,danmaku
GRP-BILI-DM-BV1D5411c79s-006997,bilibili,全部10昏！！,全部10昏！,,danmaku
GRP-BILI-DM-BV1D5411c79s-006998,bilibili,种草裤子,种草裤子,,danmaku
GRP-BILI-DM-BV1D5411c79s-006999,bilibili,这个好！！！！,这个好！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007000,bilibili,？？？,？,,danmaku
GRP-BILI-DM-BV1D5411c79s-007001,bilibili,2,2,,danmaku
GRP-BILI-DM-BV1D5411c79s-007002,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007003,bilibili,牛逼,牛逼,,danmaku
GRP-BILI-DM-BV1D5411c79s-007004,bilibili,不好，热,不好，热,,danmaku
GRP-BILI-DM-BV1D5411c79s-007005,bilibili,2222,2222,,danmaku
GRP-BILI-DM-BV1D5411c79s-007006,bilibili,太牛了.......,太牛了.,,danmaku
GRP-BILI-DM-BV1D5411c79s-007007,bilibili,好好看啊救命,好好看啊救命,,danmaku
GRP-BILI-DM-BV1D5411c79s-007008,bilibili,绝绝子,绝绝子,,danmaku
GRP-BILI-DM-BV1D5411c79s-007009,bilibili,这个折领子绝了,这个折领子绝了,,danmaku
GRP-BILI-DM-BV1D5411c79s-007010,bilibili,我妈,我妈,,danmaku
GRP-BILI-DM-BV1D5411c79s-007011,bilibili,哇,哇,,danmaku
GRP-BILI-DM-BV1D5411c79s-007012,bilibili,哇,哇,,danmaku
GRP-BILI-DM-BV1D5411c79s-007013,bilibili,哇塞,哇塞,,danmaku
GRP-BILI-DM-BV1D5411c79s-007014,bilibili,12,12,,danmaku
GRP-BILI-DM-BV1D5411c79s-007015,bilibili,不过分！,不过分！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007016,bilibili,哇,哇,,danmaku
GRP-BILI-DM-BV1D5411c79s-007017,bilibili,2吧,2吧,,danmaku
GRP-BILI-DM-BV1D5411c79s-007018,bilibili,喜欢这套,喜欢这套,,danmaku
GRP-BILI-DM-BV1D5411c79s-007019,bilibili,不会掉,不会掉,,danmaku
GRP-BILI-DM-BV1D5411c79s-007020,bilibili,林姐身材好好,林姐身材好好,,danmaku
GRP-BILI-DM-BV1D5411c79s-007021,bilibili,全部十分,全部十分,,danmaku
GRP-BILI-DM-BV1D5411c79s-007022,bilibili,惊了,惊了,,danmaku
GRP-BILI-DM-BV1D5411c79s-007023,bilibili,来了来了,来了来了,,danmaku
GRP-BILI-DM-BV1D5411c79s-007024,bilibili,好好看,好好看,,danmaku
GRP-BILI-DM-BV1D5411c79s-007025,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007026,bilibili,有线头,有线头,,danmaku
GRP-BILI-DM-BV1D5411c79s-007027,bilibili,2222,2222,,danmaku
GRP-BILI-DM-BV1D5411c79s-007028,bilibili,100,100,,danmaku
GRP-BILI-DM-BV1D5411c79s-007029,bilibili,姐姐好会,姐姐好会,,danmaku
GRP-BILI-DM-BV1D5411c79s-007030,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007031,bilibili,这个可,这个可,,danmaku
GRP-BILI-DM-BV1D5411c79s-007032,bilibili,你太变态了,你太变态了,,danmaku
GRP-BILI-DM-BV1D5411c79s-007033,bilibili,wc！,wc！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007034,bilibili,太牛了,太牛了,,danmaku
GRP-BILI-DM-BV1D5411c79s-007035,bilibili,牛逼,牛逼,,danmaku
GRP-BILI-DM-BV1D5411c79s-007036,bilibili,数学老师喜欢,数学老师喜欢,,danmaku
GRP-BILI-DM-BV1D5411c79s-007037,bilibili,222222,222222,,danmaku
GRP-BILI-DM-BV1D5411c79s-007038,bilibili,999,999,,danmaku
GRP-BILI-DM-BV1D5411c79s-007039,bilibili,11111,11111,,danmaku
GRP-BILI-DM-BV1D5411c79s-007040,bilibili,司藤呀,司藤呀,,danmaku
GRP-BILI-DM-BV1D5411c79s-007041,bilibili,哈哈哈哈哈哈哈哈救命,哈哈哈哈哈哈哈哈救命,,danmaku
GRP-BILI-DM-BV1D5411c79s-007042,bilibili,牛逼,牛逼,,danmaku
GRP-BILI-DM-BV1D5411c79s-007043,bilibili,好看 淦,好看 淦,,danmaku
GRP-BILI-DM-BV1D5411c79s-007044,bilibili,1111111,1111111,,danmaku
GRP-BILI-DM-BV1D5411c79s-007045,bilibili,bgm是dancing in my room,bgm是dancing in my room,,danmaku
GRP-BILI-DM-BV1D5411c79s-007046,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-007047,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007048,bilibili,nb,nb,,danmaku
GRP-BILI-DM-BV1D5411c79s-007049,bilibili,8,8,,danmaku
GRP-BILI-DM-BV1D5411c79s-007050,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007051,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-007052,bilibili,这个衬衣还不错,这个衬衣还不错,,danmaku
GRP-BILI-DM-BV1D5411c79s-007053,bilibili,裤子链接！,裤子链接！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007054,bilibili,全部十分！,全部十分！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007055,bilibili,11111,11111,,danmaku
GRP-BILI-DM-BV1D5411c79s-007056,bilibili,风格好多完美完美,风格好多完美完美,,danmaku
GRP-BILI-DM-BV1D5411c79s-007057,bilibili,9,9,,danmaku
GRP-BILI-DM-BV1D5411c79s-007058,bilibili,绝绝子,绝绝子,,danmaku
GRP-BILI-DM-BV1D5411c79s-007059,bilibili,8,8,,danmaku
GRP-BILI-DM-BV1D5411c79s-007060,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007061,bilibili,头发扎死来会更好看,头发扎死来会更好看,,danmaku
GRP-BILI-DM-BV1D5411c79s-007062,bilibili,9,9,,danmaku
GRP-BILI-DM-BV1D5411c79s-007063,bilibili,喜欢！,喜欢！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007064,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007065,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007066,bilibili,为什么这些店的模特是一个人,为什么这些店的模特是一个人,,danmaku
GRP-BILI-DM-BV1D5411c79s-007067,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007068,bilibili,1111,1111,,danmaku
GRP-BILI-DM-BV1D5411c79s-007069,bilibili,林姐牛pi,林姐牛pi,,danmaku
GRP-BILI-DM-BV1D5411c79s-007070,bilibili,哇哇哇,哇哇哇,,danmaku
GRP-BILI-DM-BV1D5411c79s-007071,bilibili,111111,111111,,danmaku
GRP-BILI-DM-BV1D5411c79s-007072,bilibili,你穿就好看,你穿就好看,,danmaku
GRP-BILI-DM-BV1D5411c79s-007073,bilibili,啊萍啊城哈哈,啊萍啊城哈哈,,danmaku
GRP-BILI-DM-BV1D5411c79s-007074,bilibili,+1,+1,,danmaku
GRP-BILI-DM-BV1D5411c79s-007075,bilibili,10！,10！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007076,bilibili,woc好好看,woc好好看,,danmaku
GRP-BILI-DM-BV1D5411c79s-007077,bilibili,握草，你也太会穿了,握草，你也太会穿了,,danmaku
GRP-BILI-DM-BV1D5411c79s-007078,bilibili,美美美,美美美,,danmaku
GRP-BILI-DM-BV1D5411c79s-007079,bilibili,牛蛙,牛蛙,,danmaku
GRP-BILI-DM-BV1D5411c79s-007080,bilibili,林姐这期真的绝了,林姐这期真的绝了,,danmaku
GRP-BILI-DM-BV1D5411c79s-007081,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-007082,bilibili,我靠,我靠,,danmaku
GRP-BILI-DM-BV1D5411c79s-007083,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007084,bilibili,11111,11111,,danmaku
GRP-BILI-DM-BV1D5411c79s-007085,bilibili,？？？？,？,,danmaku
GRP-BILI-DM-BV1D5411c79s-007086,bilibili,满分,满分,,danmaku
GRP-BILI-DM-BV1D5411c79s-007087,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-007088,bilibili,太会了！！,太会了！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007089,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007090,bilibili,好好看！,好好看！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007091,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-007092,bilibili,22222,22222,,danmaku
GRP-BILI-DM-BV1D5411c79s-007093,bilibili,100,100,,danmaku
GRP-BILI-DM-BV1D5411c79s-007094,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007095,bilibili,爱了爱了，林姐看不够呀,爱了爱了，林姐看不够呀,,danmaku
GRP-BILI-DM-BV1D5411c79s-007096,bilibili,太震惊了,太震惊了,,danmaku
GRP-BILI-DM-BV1D5411c79s-007097,bilibili,来了,来了,,danmaku
GRP-BILI-DM-BV1D5411c79s-007098,bilibili,10000,10000,,danmaku
GRP-BILI-DM-BV1D5411c79s-007099,bilibili,好好看,好好看,,danmaku
GRP-BILI-DM-BV1D5411c79s-007100,bilibili,好棒,好棒,,danmaku
GRP-BILI-DM-BV1D5411c79s-007101,bilibili,？？？？怎么回事啊哈哈哈哈,？怎么回事啊哈哈哈哈,,danmaku
GRP-BILI-DM-BV1D5411c79s-007102,bilibili,111,111,,danmaku
GRP-BILI-DM-BV1D5411c79s-007103,bilibili,绝了！！,绝了！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007104,bilibili,111,111,,danmaku
GRP-BILI-DM-BV1D5411c79s-007105,bilibili,林姐太牛逼,林姐太牛逼,,danmaku
GRP-BILI-DM-BV1D5411c79s-007106,bilibili,你好会啊林姐,你好会啊林姐,,danmaku
GRP-BILI-DM-BV1D5411c79s-007107,bilibili,这个好可！！,这个好可！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007108,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007109,bilibili,哦莫 我的身材不允许,哦莫 我的身材不允许,,danmaku
GRP-BILI-DM-BV1D5411c79s-007110,bilibili,主要是人好看！,主要是人好看！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007111,bilibili,耳环绝了,耳环绝了,,danmaku
GRP-BILI-DM-BV1D5411c79s-007112,bilibili,绝绝子！,绝绝子！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007113,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007114,bilibili,好有创意！,好有创意！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007115,bilibili,9,9,,danmaku
GRP-BILI-DM-BV1D5411c79s-007116,bilibili,哇哦,哇哦,,danmaku
GRP-BILI-DM-BV1D5411c79s-007117,bilibili,1,1,,danmaku
GRP-BILI-DM-BV1D5411c79s-007118,bilibili,11,11,,danmaku
GRP-BILI-DM-BV1D5411c79s-007119,bilibili,这个包包！,这个包包！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007120,bilibili,？？？,？,,danmaku
GRP-BILI-DM-BV1D5411c79s-007121,bilibili,牛逼,牛逼,,danmaku
GRP-BILI-DM-BV1D5411c79s-007122,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007123,bilibili,1111,1111,,danmaku
GRP-BILI-DM-BV1D5411c79s-007124,bilibili,左,左,,danmaku
GRP-BILI-DM-BV1D5411c79s-007125,bilibili,天哪,天哪,,danmaku
GRP-BILI-DM-BV1D5411c79s-007126,bilibili,卧槽,卧槽,,danmaku
GRP-BILI-DM-BV1D5411c79s-007127,bilibili,101010,101010,,danmaku
GRP-BILI-DM-BV1D5411c79s-007128,bilibili,好好看啊！！！！！！,好好看啊！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007129,bilibili,好看啊！,好看啊！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007130,bilibili,这个背带我有同款啊妈呀,这个背带我有同款啊妈呀,,danmaku
GRP-BILI-DM-BV1D5411c79s-007131,bilibili,以前一个文学老师,以前一个文学老师,,danmaku
GRP-BILI-DM-BV1D5411c79s-007132,bilibili,10,10,,danmaku
GRP-BILI-DM-BV1D5411c79s-007133,bilibili,想看！,想看！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007134,bilibili,弹幕里好多老师，再想想我作业还没写完，我溜去写作业了（害怕）,弹幕里好多老师，再想想我作业还没写完，我溜去写作业了（害怕）,,danmaku
GRP-BILI-DM-BV1D5411c79s-007135,bilibili,22222都喜欢但是更喜欢2！,22222都喜欢但是更喜欢2！,,danmaku
GRP-BILI-DM-BV1D5411c79s-007136,bilibili,林姐牛皮,林姐牛皮,,danmaku
GRP-BILI-DM-BV1D5411c79s-007137,bilibili,这个挺好看,这个挺好看,,danmaku
GRP-BILI-DM-BV1D5411c79s-007138,bilibili,！！！,！,,danmaku
