Image_ID,note_id,Pockets,Zipper_Type,Drawcord,Buckle,Reflective,Hood,Fit,Scenario,Visual_Weight,Component_Source,Component_Confidence,Component_Notes
GRP-XHS-6a030f4b0000000007029560-01,6a030f4b0000000007029560,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a030f4b0000000007029560-02,6a030f4b0000000007029560,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a030f4b0000000007029560-04,6a030f4b0000000007029560,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a030f4b0000000007029560-05,6a030f4b0000000007029560,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a030f4b0000000007029560-06,6a030f4b0000000007029560,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69abcb250000000015030d20-01,69abcb250000000015030d20,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69abcb250000000015030d20-02,69abcb250000000015030d20,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69abcb250000000015030d20-03,69abcb250000000015030d20,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69abcb250000000015030d20-04,69abcb250000000015030d20,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69abcb250000000015030d20-05,69abcb250000000015030d20,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69abcb250000000015030d20-06,69abcb250000000015030d20,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69abcb250000000015030d20-07,69abcb250000000015030d20,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69abcb250000000015030d20-08,69abcb250000000015030d20,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69abcb250000000015030d20-09,69abcb250000000015030d20,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69abcb250000000015030d20-10,69abcb250000000015030d20,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69abcb250000000015030d20-11,69abcb250000000015030d20,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69abcb250000000015030d20-12,69abcb250000000015030d20,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69abcb250000000015030d20-13,69abcb250000000015030d20,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-684788cd0000000023016507-01,684788cd0000000023016507,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-684788cd0000000023016507-02,684788cd0000000023016507,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-684788cd0000000023016507-03,684788cd0000000023016507,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-684788cd0000000023016507-04,684788cd0000000023016507,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-686ba63900000000170307da-01,686ba63900000000170307da,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-686ba63900000000170307da-04,686ba63900000000170307da,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-685bc77e00000000170363c7-01,685bc77e00000000170363c7,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-685bc77e00000000170363c7-02,685bc77e00000000170363c7,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-685bc77e00000000170363c7-03,685bc77e00000000170363c7,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-685bc77e00000000170363c7-04,685bc77e00000000170363c7,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-685bc77e00000000170363c7-05,685bc77e00000000170363c7,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-685bc77e00000000170363c7-06,685bc77e00000000170363c7,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-685bc77e00000000170363c7-07,685bc77e00000000170363c7,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-685bc77e00000000170363c7-08,685bc77e00000000170363c7,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-685bc77e00000000170363c7-11,685bc77e00000000170363c7,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68bc2cca000000001d019e1a-01,68bc2cca000000001d019e1a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68bc2cca000000001d019e1a-02,68bc2cca000000001d019e1a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68bc2cca000000001d019e1a-03,68bc2cca000000001d019e1a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68bc2cca000000001d019e1a-04,68bc2cca000000001d019e1a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68bc2cca000000001d019e1a-05,68bc2cca000000001d019e1a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68bc2cca000000001d019e1a-06,68bc2cca000000001d019e1a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68bc2cca000000001d019e1a-07,68bc2cca000000001d019e1a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68bc2cca000000001d019e1a-08,68bc2cca000000001d019e1a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68bc2cca000000001d019e1a-09,68bc2cca000000001d019e1a,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68fb6cfb000000000702108e-01,68fb6cfb000000000702108e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68fb6cfb000000000702108e-03,68fb6cfb000000000702108e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68fb6cfb000000000702108e-04,68fb6cfb000000000702108e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-697744de000000002103eb17-01,697744de000000002103eb17,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-697744de000000002103eb17-02,697744de000000002103eb17,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-697744de000000002103eb17-03,697744de000000002103eb17,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-697744de000000002103eb17-04,697744de000000002103eb17,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-697744de000000002103eb17-05,697744de000000002103eb17,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-697744de000000002103eb17-06,697744de000000002103eb17,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-697744de000000002103eb17-07,697744de000000002103eb17,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6863e5b5000000001202f410-01,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-01,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-02,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-02,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-04,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-04,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-05,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-05,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-06,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-06,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-07,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-07,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-08,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-08,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-09,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6863e5b5000000001202f410-09,6863e5b5000000001202f410,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-69fd4d5b000000002300483c-01,69fd4d5b000000002300483c,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69fd4d5b000000002300483c-02,69fd4d5b000000002300483c,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69fd4d5b000000002300483c-03,69fd4d5b000000002300483c,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68fdcb200000000004004f3d-01,68fdcb200000000004004f3d,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68fdcb200000000004004f3d-02,68fdcb200000000004004f3d,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69fe30280000000036019935-01,69fe30280000000036019935,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69fe30280000000036019935-02,69fe30280000000036019935,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-685413a90000000012016c9b-01,685413a90000000012016c9b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68ccce0f0000000013007a4b-01,68ccce0f0000000013007a4b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68ccce0f0000000013007a4b-02,68ccce0f0000000013007a4b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68ccce0f0000000013007a4b-03,68ccce0f0000000013007a4b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68ccce0f0000000013007a4b-04,68ccce0f0000000013007a4b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68ccce0f0000000013007a4b-05,68ccce0f0000000013007a4b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68ccce0f0000000013007a4b-07,68ccce0f0000000013007a4b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f84380000000003501ef4f-01,69f84380000000003501ef4f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f84380000000003501ef4f-02,69f84380000000003501ef4f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f84380000000003501ef4f-03,69f84380000000003501ef4f,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-684bd329000000002100aac3-01,684bd329000000002100aac3,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-684bd329000000002100aac3-02,684bd329000000002100aac3,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-684bd329000000002100aac3-03,684bd329000000002100aac3,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-684bd329000000002100aac3-04,684bd329000000002100aac3,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-684bd329000000002100aac3-05,684bd329000000002100aac3,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-693ff373000000001e011f3e-01,693ff373000000001e011f3e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69130db200000000030388ad-01,69130db200000000030388ad,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69130db200000000030388ad-02,69130db200000000030388ad,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69130db200000000030388ad-03,69130db200000000030388ad,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69130db200000000030388ad-04,69130db200000000030388ad,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69130db200000000030388ad-05,69130db200000000030388ad,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69130db200000000030388ad-06,69130db200000000030388ad,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0dc98300000000070133ba-01,6a0dc98300000000070133ba,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0dc98300000000070133ba-02,6a0dc98300000000070133ba,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0dc98300000000070133ba-03,6a0dc98300000000070133ba,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0dc98300000000070133ba-05,6a0dc98300000000070133ba,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6917141b0000000004000ab4-01,6917141b0000000004000ab4,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6917141b0000000004000ab4-02,6917141b0000000004000ab4,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68a328a7000000001c004504-01,68a328a7000000001c004504,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f054a8000000001f0002b0-01,69f054a8000000001f0002b0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f054a8000000001f0002b0-02,69f054a8000000001f0002b0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f054a8000000001f0002b0-03,69f054a8000000001f0002b0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f054a8000000001f0002b0-04,69f054a8000000001f0002b0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f054a8000000001f0002b0-06,69f054a8000000001f0002b0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f054a8000000001f0002b0-07,69f054a8000000001f0002b0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f054a8000000001f0002b0-08,69f054a8000000001f0002b0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69f054a8000000001f0002b0-10,69f054a8000000001f0002b0,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69aa29ee0000000023039968-01,69aa29ee0000000023039968,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69aa29ee0000000023039968-02,69aa29ee0000000023039968,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-69aa29ee0000000023039968-03,69aa29ee0000000023039968,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-693a84ad000000001e00c2bf-01,693a84ad000000001e00c2bf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-693a84ad000000001e00c2bf-03,693a84ad000000001e00c2bf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-693a84ad000000001e00c2bf-04,693a84ad000000001e00c2bf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-693a84ad000000001e00c2bf-05,693a84ad000000001e00c2bf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-693a84ad000000001e00c2bf-06,693a84ad000000001e00c2bf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-693a84ad000000001e00c2bf-07,693a84ad000000001e00c2bf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68c19517000000001d03874b-01,68c19517000000001d03874b,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a05825d000000000702b197-01,6a05825d000000000702b197,unknown,Unclear,False,False,False,False,Unclear,Urban_Commute,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6a05825d000000000702b197-02,6a05825d000000000702b197,unknown,Unclear,False,False,False,False,Unclear,Urban_Commute,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6a05825d000000000702b197-03,6a05825d000000000702b197,unknown,Unclear,False,False,False,False,Unclear,Urban_Commute,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6a05825d000000000702b197-04,6a05825d000000000702b197,unknown,Unclear,False,False,False,False,Unclear,Urban_Commute,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-6a00ae370000000006021063-01,6a00ae370000000006021063,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0b15450000000038037235-01,6a0b15450000000038037235,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0b15450000000038037235-02,6a0b15450000000038037235,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a0b15450000000038037235-03,6a0b15450000000038037235,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68bea965000000001d03b803-01,68bea965000000001d03b803,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68bea965000000001d03b803-02,68bea965000000001d03b803,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a104136000000003601bfaf-01,6a104136000000003601bfaf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a104136000000003601bfaf-02,6a104136000000003601bfaf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a104136000000003601bfaf-03,6a104136000000003601bfaf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a104136000000003601bfaf-04,6a104136000000003601bfaf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a104136000000003601bfaf-05,6a104136000000003601bfaf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a104136000000003601bfaf-06,6a104136000000003601bfaf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a104136000000003601bfaf-07,6a104136000000003601bfaf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-6a104136000000003601bfaf-08,6a104136000000003601bfaf,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68b915e3000000001d006f2e-01,68b915e3000000001d006f2e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68b915e3000000001d006f2e-02,68b915e3000000001d006f2e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68b915e3000000001d006f2e-03,68b915e3000000001d006f2e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68b915e3000000001d006f2e-04,68b915e3000000001d006f2e,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68b063df000000001d01d584-01,68b063df000000001d01d584,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-68b063df000000001d01d584-02,68b063df000000001d01d584,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-68b063df000000001d01d584-03,68b063df000000001d01d584,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-68b063df000000001d01d584-04,68b063df000000001d01d584,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-68b063df000000001d01d584-05,68b063df000000001d01d584,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-68b063df000000001d01d584-06,68b063df000000001d01d584,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-68b063df000000001d01d584-07,68b063df000000001d01d584,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-68b063df000000001d01d584-08,68b063df000000001d01d584,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-68b063df000000001d01d584-09,68b063df000000001d01d584,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-68b063df000000001d01d584-11,68b063df000000001d01d584,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-68b063df000000001d01d584-14,68b063df000000001d01d584,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-68b063df000000001d01d584-15,68b063df000000001d01d584,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,text_heuristic,0.4,Component fields inferred from text evidence only.
GRP-XHS-68afb216000000001c013882-01,68afb216000000001c013882,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
GRP-XHS-68afb216000000001c013882-02,68afb216000000001c013882,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,unknown,0.0,No component evidence available in current data.
