Image_ID,note_id,Source_ID,keyword,title_text,raw_text,publish_time_resolved,image_path,Primary_HEX,Secondary_HEX,Dominant_Color_Name,Color_Family,Pockets,Zipper_Type,Drawcord,Buckle,Reflective,Hood,Fit,Scenario,Visual_Weight,Text_Keywords,Text_Pain_Points,Text_Sentiment,Text_Sentiment_Score,Text_Color_Terms,Text_Material_Terms,Text_Function_Terms,Text_Scenario_Terms,Gorpcore_Relevance,Final_Confidence,Component_Source,Component_Confidence,Color_Extraction_Status
GRP-XHS-6863e5b5000000001202f410-04,6863e5b5000000001202f410,GRP-XHS-6863e5b5000000001202f410,#Gorpcore,户外帅一下,户外帅一下,2025-07-01,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_04.webp,#889F4F,#384436,yellow green,olive_or_green,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-6863e5b5000000001202f410-05,6863e5b5000000001202f410,GRP-XHS-6863e5b5000000001202f410,#机能风穿搭,户外帅一下,户外帅一下,2025-07-01,Dataset/xhs/xiaohongshu_images/机能风穿搭/6863e5b5000000001202f410/image_05.webp,#819F41,#2F3935,yellow green,olive_or_green,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-6863e5b5000000001202f410-05,6863e5b5000000001202f410,GRP-XHS-6863e5b5000000001202f410,#Gorpcore,户外帅一下,户外帅一下,2025-07-01,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_05.webp,#819F41,#2F3935,yellow green,olive_or_green,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-6863e5b5000000001202f410-06,6863e5b5000000001202f410,GRP-XHS-6863e5b5000000001202f410,#机能风穿搭,户外帅一下,户外帅一下,2025-07-01,Dataset/xhs/xiaohongshu_images/机能风穿搭/6863e5b5000000001202f410/image_06.webp,#506920,#718B34,yellow green,olive_or_green,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-6863e5b5000000001202f410-06,6863e5b5000000001202f410,GRP-XHS-6863e5b5000000001202f410,#Gorpcore,户外帅一下,户外帅一下,2025-07-01,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_06.webp,#506920,#718B34,yellow green,olive_or_green,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-6863e5b5000000001202f410-07,6863e5b5000000001202f410,GRP-XHS-6863e5b5000000001202f410,#机能风穿搭,户外帅一下,户外帅一下,2025-07-01,Dataset/xhs/xiaohongshu_images/机能风穿搭/6863e5b5000000001202f410/image_07.webp,#84A547,#202D27,yellow green,olive_or_green,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-6863e5b5000000001202f410-07,6863e5b5000000001202f410,GRP-XHS-6863e5b5000000001202f410,#Gorpcore,户外帅一下,户外帅一下,2025-07-01,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_07.webp,#84A547,#202D27,yellow green,olive_or_green,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-6863e5b5000000001202f410-08,6863e5b5000000001202f410,GRP-XHS-6863e5b5000000001202f410,#机能风穿搭,户外帅一下,户外帅一下,2025-07-01,Dataset/xhs/xiaohongshu_images/机能风穿搭/6863e5b5000000001202f410/image_08.webp,#1C2817,#84AA35,black,black,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-6863e5b5000000001202f410-08,6863e5b5000000001202f410,GRP-XHS-6863e5b5000000001202f410,#Gorpcore,户外帅一下,户外帅一下,2025-07-01,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_08.webp,#1C2817,#84AA35,black,black,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-6863e5b5000000001202f410-09,6863e5b5000000001202f410,GRP-XHS-6863e5b5000000001202f410,#机能风穿搭,户外帅一下,户外帅一下,2025-07-01,Dataset/xhs/xiaohongshu_images/机能风穿搭/6863e5b5000000001202f410/image_09.webp,#647628,#808F3A,yellow green,olive_or_green,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-6863e5b5000000001202f410-09,6863e5b5000000001202f410,GRP-XHS-6863e5b5000000001202f410,#Gorpcore,户外帅一下,户外帅一下,2025-07-01,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_09.webp,#647628,#808F3A,yellow green,olive_or_green,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,户外,,neutral,,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-69fd4d5b000000002300483c-01,69fd4d5b000000002300483c,GRP-XHS-69fd4d5b000000002300483c,#机能风穿搭,所有人来感受舟服设的功能性,所有人来感受舟服设的功能性,2026-05-08,Dataset/xhs/xiaohongshu_images/机能风穿搭/69fd4d5b000000002300483c/image_01.webp,#FEFEFE,#242829,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69fd4d5b000000002300483c-02,69fd4d5b000000002300483c,GRP-XHS-69fd4d5b000000002300483c,#机能风穿搭,所有人来感受舟服设的功能性,所有人来感受舟服设的功能性,2026-05-08,Dataset/xhs/xiaohongshu_images/机能风穿搭/69fd4d5b000000002300483c/image_02.webp,#FFFFFF,#161B1C,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69fd4d5b000000002300483c-03,69fd4d5b000000002300483c,GRP-XHS-69fd4d5b000000002300483c,#机能风穿搭,所有人来感受舟服设的功能性,所有人来感受舟服设的功能性,2026-05-08,Dataset/xhs/xiaohongshu_images/机能风穿搭/69fd4d5b000000002300483c/image_03.webp,#FFFFFF,#161A1E,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68fdcb200000000004004f3d-01,68fdcb200000000004004f3d,GRP-XHS-68fdcb200000000004004f3d,#机能风穿搭,OOTD｜机能乞丐,OOTD｜机能乞丐,2025-10-26,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fdcb200000000004004f3d/image_01.webp,#FFFFFF,#191C21,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68fdcb200000000004004f3d-02,68fdcb200000000004004f3d,GRP-XHS-68fdcb200000000004004f3d,#机能风穿搭,OOTD｜机能乞丐,OOTD｜机能乞丐,2025-10-26,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fdcb200000000004004f3d/image_02.webp,#FEFEFE,#1B1E25,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69fe30280000000036019935-01,69fe30280000000036019935,GRP-XHS-69fe30280000000036019935,#机能风穿搭,,你在多大程度上会推荐他人使用网页版小红书？,2026-05-09,Dataset/xhs/xiaohongshu_images/机能风穿搭/69fe30280000000036019935/image_01.webp,#F8F8F8,#EBEAEB,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,红,,positive,1.0,红,,,,,,unknown,0.0,ok
GRP-XHS-69fe30280000000036019935-02,69fe30280000000036019935,GRP-XHS-69fe30280000000036019935,#机能风穿搭,,你在多大程度上会推荐他人使用网页版小红书？,2026-05-09,Dataset/xhs/xiaohongshu_images/机能风穿搭/69fe30280000000036019935/image_02.webp,#FAF9FA,#060608,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,红,,positive,1.0,红,,,,,,unknown,0.0,ok
GRP-XHS-685413a90000000012016c9b-01,685413a90000000012016c9b,GRP-XHS-685413a90000000012016c9b,#机能风穿搭,实穿又耐看！一篇看懂工装全解析与穿搭灵感,实穿又耐看！一篇看懂工装全解析与穿搭灵感,2025-06-19,Dataset/xhs/xiaohongshu_images/机能风穿搭/685413a90000000012016c9b/image_01.webp,#060404,#2F2A28,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭 | 工装,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68ccce0f0000000013007a4b-01,68ccce0f0000000013007a4b,GRP-XHS-68ccce0f0000000013007a4b,#机能风穿搭,「每日审美提升」原宿魔女的y2k幻想,「每日审美提升」原宿魔女的y2k幻想,2025-09-19,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ccce0f0000000013007a4b/image_01.webp,#F2F1F0,#423D3E,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68ccce0f0000000013007a4b-02,68ccce0f0000000013007a4b,GRP-XHS-68ccce0f0000000013007a4b,#机能风穿搭,「每日审美提升」原宿魔女的y2k幻想,「每日审美提升」原宿魔女的y2k幻想,2025-09-19,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ccce0f0000000013007a4b/image_02.webp,#F6F6F6,#9E8B77,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68ccce0f0000000013007a4b-03,68ccce0f0000000013007a4b,GRP-XHS-68ccce0f0000000013007a4b,#机能风穿搭,「每日审美提升」原宿魔女的y2k幻想,「每日审美提升」原宿魔女的y2k幻想,2025-09-19,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ccce0f0000000013007a4b/image_03.webp,#F3F3F2,#C9C4BE,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68ccce0f0000000013007a4b-04,68ccce0f0000000013007a4b,GRP-XHS-68ccce0f0000000013007a4b,#机能风穿搭,「每日审美提升」原宿魔女的y2k幻想,「每日审美提升」原宿魔女的y2k幻想,2025-09-19,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ccce0f0000000013007a4b/image_04.webp,#F4F3F2,#D6CBC1,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68ccce0f0000000013007a4b-05,68ccce0f0000000013007a4b,GRP-XHS-68ccce0f0000000013007a4b,#机能风穿搭,「每日审美提升」原宿魔女的y2k幻想,「每日审美提升」原宿魔女的y2k幻想,2025-09-19,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ccce0f0000000013007a4b/image_05.webp,#FFFFFE,#17191C,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68ccce0f0000000013007a4b-07,68ccce0f0000000013007a4b,GRP-XHS-68ccce0f0000000013007a4b,#机能风穿搭,「每日审美提升」原宿魔女的y2k幻想,「每日审美提升」原宿魔女的y2k幻想,2025-09-19,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ccce0f0000000013007a4b/image_07.webp,#EFEFEF,#CAC3BF,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69f84380000000003501ef4f-01,69f84380000000003501ef4f,GRP-XHS-69f84380000000003501ef4f,#机能风穿搭,舟味穿搭仅需一个13.5的战术腰包☝🏻,舟味穿搭仅需一个13.5的战术腰包☝🏻,2026-05-04,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f84380000000003501ef4f/image_01.webp,#1B1A1B,#E2EAE8,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69f84380000000003501ef4f-02,69f84380000000003501ef4f,GRP-XHS-69f84380000000003501ef4f,#机能风穿搭,舟味穿搭仅需一个13.5的战术腰包☝🏻,舟味穿搭仅需一个13.5的战术腰包☝🏻,2026-05-04,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f84380000000003501ef4f/image_02.webp,#131314,#414147,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69f84380000000003501ef4f-03,69f84380000000003501ef4f,GRP-XHS-69f84380000000003501ef4f,#机能风穿搭,舟味穿搭仅需一个13.5的战术腰包☝🏻,舟味穿搭仅需一个13.5的战术腰包☝🏻,2026-05-04,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f84380000000003501ef4f/image_03.webp,#141820,#877870,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-684bd329000000002100aac3-01,684bd329000000002100aac3,GRP-XHS-684bd329000000002100aac3,#机能风穿搭,周末轻户外穿搭｜舒适与潮流兼具✨,周末轻户外穿搭｜舒适与潮流兼具✨,2025-06-13,Dataset/xhs/xiaohongshu_images/机能风穿搭/684bd329000000002100aac3/image_01.webp,#FCFCFD,#2C2E36,white,white,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,穿搭 | 户外,,positive,1.0,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-684bd329000000002100aac3-02,684bd329000000002100aac3,GRP-XHS-684bd329000000002100aac3,#机能风穿搭,周末轻户外穿搭｜舒适与潮流兼具✨,周末轻户外穿搭｜舒适与潮流兼具✨,2025-06-13,Dataset/xhs/xiaohongshu_images/机能风穿搭/684bd329000000002100aac3/image_02.webp,#FEFDFD,#292625,white,white,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,穿搭 | 户外,,positive,1.0,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-684bd329000000002100aac3-03,684bd329000000002100aac3,GRP-XHS-684bd329000000002100aac3,#机能风穿搭,周末轻户外穿搭｜舒适与潮流兼具✨,周末轻户外穿搭｜舒适与潮流兼具✨,2025-06-13,Dataset/xhs/xiaohongshu_images/机能风穿搭/684bd329000000002100aac3/image_03.webp,#FDFEFE,#D6DADC,white,white,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,穿搭 | 户外,,positive,1.0,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-684bd329000000002100aac3-04,684bd329000000002100aac3,GRP-XHS-684bd329000000002100aac3,#机能风穿搭,周末轻户外穿搭｜舒适与潮流兼具✨,周末轻户外穿搭｜舒适与潮流兼具✨,2025-06-13,Dataset/xhs/xiaohongshu_images/机能风穿搭/684bd329000000002100aac3/image_04.webp,#FEFEFD,#D0C9C5,white,white,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,穿搭 | 户外,,positive,1.0,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-684bd329000000002100aac3-05,684bd329000000002100aac3,GRP-XHS-684bd329000000002100aac3,#机能风穿搭,周末轻户外穿搭｜舒适与潮流兼具✨,周末轻户外穿搭｜舒适与潮流兼具✨,2025-06-13,Dataset/xhs/xiaohongshu_images/机能风穿搭/684bd329000000002100aac3/image_05.webp,#D4CEC4,#FEFEFE,white,white,unknown,Unclear,False,False,False,False,Unclear,Outdoor,unclear,穿搭 | 户外,,positive,1.0,,,,户外,,0.4,text_heuristic,0.4,ok
GRP-XHS-693ff373000000001e011f3e-01,693ff373000000001e011f3e,GRP-XHS-693ff373000000001e011f3e,#机能风穿搭,3*outfits冲锋衣穿搭公式-☆,3*outfits冲锋衣穿搭公式-☆,2025-12-15,Dataset/xhs/xiaohongshu_images/机能风穿搭/693ff373000000001e011f3e/image_01.webp,#343138,#B3AEAA,purple,purple,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,冲锋衣 | 穿搭,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69130db200000000030388ad-01,69130db200000000030388ad,GRP-XHS-69130db200000000030388ad,#机能风穿搭,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,2025-11-11,Dataset/xhs/xiaohongshu_images/机能风穿搭/69130db200000000030388ad/image_01.webp,#E2E4E9,#DDDFE1,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69130db200000000030388ad-02,69130db200000000030388ad,GRP-XHS-69130db200000000030388ad,#机能风穿搭,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,2025-11-11,Dataset/xhs/xiaohongshu_images/机能风穿搭/69130db200000000030388ad/image_02.webp,#E3E5EA,#CACDD9,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69130db200000000030388ad-03,69130db200000000030388ad,GRP-XHS-69130db200000000030388ad,#机能风穿搭,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,2025-11-11,Dataset/xhs/xiaohongshu_images/机能风穿搭/69130db200000000030388ad/image_03.webp,#E6E8EC,#E0E2E5,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69130db200000000030388ad-04,69130db200000000030388ad,GRP-XHS-69130db200000000030388ad,#机能风穿搭,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,2025-11-11,Dataset/xhs/xiaohongshu_images/机能风穿搭/69130db200000000030388ad/image_04.webp,#E1E3E7,#CCCCD4,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69130db200000000030388ad-05,69130db200000000030388ad,GRP-XHS-69130db200000000030388ad,#机能风穿搭,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,2025-11-11,Dataset/xhs/xiaohongshu_images/机能风穿搭/69130db200000000030388ad/image_05.webp,#DEE1E5,#EBEEF0,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69130db200000000030388ad-06,69130db200000000030388ad,GRP-XHS-69130db200000000030388ad,#机能风穿搭,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,2025-11-11,Dataset/xhs/xiaohongshu_images/机能风穿搭/69130db200000000030388ad/image_06.webp,#E3E5E8,#D7DADF,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6a0dc98300000000070133ba-01,6a0dc98300000000070133ba,GRP-XHS-6a0dc98300000000070133ba,#机能风穿搭,暗黑高街｜男生穿搭的五种终极帅法⚫️,暗黑高街｜男生穿搭的五种终极帅法⚫️,2026-05-21,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a0dc98300000000070133ba/image_01.webp,#0B0E12,#384654,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭 | 黑,,neutral,,黑,,,,,,unknown,0.0,ok
GRP-XHS-6a0dc98300000000070133ba-02,6a0dc98300000000070133ba,GRP-XHS-6a0dc98300000000070133ba,#机能风穿搭,暗黑高街｜男生穿搭的五种终极帅法⚫️,暗黑高街｜男生穿搭的五种终极帅法⚫️,2026-05-21,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a0dc98300000000070133ba/image_02.webp,#070A0D,#202F3B,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭 | 黑,,neutral,,黑,,,,,,unknown,0.0,ok
GRP-XHS-6a0dc98300000000070133ba-03,6a0dc98300000000070133ba,GRP-XHS-6a0dc98300000000070133ba,#机能风穿搭,暗黑高街｜男生穿搭的五种终极帅法⚫️,暗黑高街｜男生穿搭的五种终极帅法⚫️,2026-05-21,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a0dc98300000000070133ba/image_03.webp,#090E12,#3F4C56,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭 | 黑,,neutral,,黑,,,,,,unknown,0.0,ok
GRP-XHS-6a0dc98300000000070133ba-05,6a0dc98300000000070133ba,GRP-XHS-6a0dc98300000000070133ba,#机能风穿搭,暗黑高街｜男生穿搭的五种终极帅法⚫️,暗黑高街｜男生穿搭的五种终极帅法⚫️,2026-05-21,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a0dc98300000000070133ba/image_05.webp,#080A0D,#252C32,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,穿搭 | 黑,,neutral,,黑,,,,,,unknown,0.0,ok
GRP-XHS-6917141b0000000004000ab4-01,6917141b0000000004000ab4,GRP-XHS-6917141b0000000004000ab4,#机能风穿搭,赛博朋克风拉满，舞台上的氛围感战神,赛博朋克风拉满，舞台上的氛围感战神,2025-11-14,Dataset/xhs/xiaohongshu_images/机能风穿搭/6917141b0000000004000ab4/image_01.webp,#13182B,#182E5B,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-6917141b0000000004000ab4-02,6917141b0000000004000ab4,GRP-XHS-6917141b0000000004000ab4,#机能风穿搭,赛博朋克风拉满，舞台上的氛围感战神,赛博朋克风拉满，舞台上的氛围感战神,2025-11-14,Dataset/xhs/xiaohongshu_images/机能风穿搭/6917141b0000000004000ab4/image_02.webp,#06141E,#102638,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-68a328a7000000001c004504-01,68a328a7000000001c004504,GRP-XHS-68a328a7000000001c004504,#机能风穿搭,🔪战术少女Outfit【武力值100突破！！】,🔪战术少女Outfit【武力值100突破！！】,2025-08-18,Dataset/xhs/xiaohongshu_images/机能风穿搭/68a328a7000000001c004504/image_01.webp,#1E1F23,#D9DAD9,black,black,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69f054a8000000001f0002b0-01,69f054a8000000001f0002b0,GRP-XHS-69f054a8000000001f0002b0,#机能风穿搭,甜酷机能感* 不费力clean fit一下,甜酷机能感* 不费力clean fit一下,2026-04-28,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_01.webp,#D3D2CA,#B7B1A6,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69f054a8000000001f0002b0-02,69f054a8000000001f0002b0,GRP-XHS-69f054a8000000001f0002b0,#机能风穿搭,甜酷机能感* 不费力clean fit一下,甜酷机能感* 不费力clean fit一下,2026-04-28,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_02.webp,#A28268,#C0A48E,orange,red_or_orange,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69f054a8000000001f0002b0-03,69f054a8000000001f0002b0,GRP-XHS-69f054a8000000001f0002b0,#机能风穿搭,甜酷机能感* 不费力clean fit一下,甜酷机能感* 不费力clean fit一下,2026-04-28,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_03.webp,#C5BEB2,#958779,gray,gray,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69f054a8000000001f0002b0-04,69f054a8000000001f0002b0,GRP-XHS-69f054a8000000001f0002b0,#机能风穿搭,甜酷机能感* 不费力clean fit一下,甜酷机能感* 不费力clean fit一下,2026-04-28,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_04.webp,#D5B9A0,#A9866B,orange,red_or_orange,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69f054a8000000001f0002b0-06,69f054a8000000001f0002b0,GRP-XHS-69f054a8000000001f0002b0,#机能风穿搭,甜酷机能感* 不费力clean fit一下,甜酷机能感* 不费力clean fit一下,2026-04-28,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_06.webp,#D2B499,#AA927E,orange,red_or_orange,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69f054a8000000001f0002b0-07,69f054a8000000001f0002b0,GRP-XHS-69f054a8000000001f0002b0,#机能风穿搭,甜酷机能感* 不费力clean fit一下,甜酷机能感* 不费力clean fit一下,2026-04-28,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_07.webp,#D8D6CF,#BAB2A6,white,white,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69f054a8000000001f0002b0-08,69f054a8000000001f0002b0,GRP-XHS-69f054a8000000001f0002b0,#机能风穿搭,甜酷机能感* 不费力clean fit一下,甜酷机能感* 不费力clean fit一下,2026-04-28,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_08.webp,#A5866C,#CEAF93,orange,red_or_orange,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69f054a8000000001f0002b0-10,69f054a8000000001f0002b0,GRP-XHS-69f054a8000000001f0002b0,#机能风穿搭,甜酷机能感* 不费力clean fit一下,甜酷机能感* 不费力clean fit一下,2026-04-28,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_10.webp,#786051,#554032,orange,red_or_orange,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
GRP-XHS-69aa29ee0000000023039968-01,69aa29ee0000000023039968,GRP-XHS-69aa29ee0000000023039968,#机能风穿搭,破次元！当二次元机能少女走进现实 ⚡️,破次元！当二次元机能少女走进现实 ⚡️,2026-03-18,Dataset/xhs/xiaohongshu_images/机能风穿搭/69aa29ee0000000023039968/image_01.webp,#B2B0AA,#CED1D3,gray,gray,unknown,Unclear,False,False,False,False,Unclear,Unclear,unclear,,,neutral,,,,,,,,unknown,0.0,ok
