Image_ID,note_id,image_path,Primary_HEX,Secondary_HEX,Dominant_Color_Name,Color_Family,Primary_Color_Ratio,Secondary_Color_Ratio,Color_Extraction_Status
GRP-XHS-68ccce0f0000000013007a4b-02,68ccce0f0000000013007a4b,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ccce0f0000000013007a4b/image_02.webp,#F6F6F6,#9E8B77,white,white,0.7924,0.0728,ok
GRP-XHS-68ccce0f0000000013007a4b-03,68ccce0f0000000013007a4b,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ccce0f0000000013007a4b/image_03.webp,#F3F3F2,#C9C4BE,white,white,0.7964,0.0594,ok
GRP-XHS-68ccce0f0000000013007a4b-04,68ccce0f0000000013007a4b,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ccce0f0000000013007a4b/image_04.webp,#F4F3F2,#D6CBC1,white,white,0.747,0.0852,ok
GRP-XHS-68ccce0f0000000013007a4b-05,68ccce0f0000000013007a4b,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ccce0f0000000013007a4b/image_05.webp,#FFFFFE,#17191C,white,white,0.796,0.0966,ok
GRP-XHS-68ccce0f0000000013007a4b-07,68ccce0f0000000013007a4b,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ccce0f0000000013007a4b/image_07.webp,#EFEFEF,#CAC3BF,white,white,0.8154,0.0626,ok
GRP-XHS-69f84380000000003501ef4f-01,69f84380000000003501ef4f,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f84380000000003501ef4f/image_01.webp,#1B1A1B,#E2EAE8,black,black,0.3166,0.217,ok
GRP-XHS-69f84380000000003501ef4f-02,69f84380000000003501ef4f,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f84380000000003501ef4f/image_02.webp,#131314,#414147,black,black,0.3168,0.279,ok
GRP-XHS-69f84380000000003501ef4f-03,69f84380000000003501ef4f,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f84380000000003501ef4f/image_03.webp,#141820,#877870,black,black,0.341,0.1986,ok
GRP-XHS-684bd329000000002100aac3-01,684bd329000000002100aac3,Dataset/xhs/xiaohongshu_images/机能风穿搭/684bd329000000002100aac3/image_01.webp,#FCFCFD,#2C2E36,white,white,0.3858,0.1704,ok
GRP-XHS-684bd329000000002100aac3-02,684bd329000000002100aac3,Dataset/xhs/xiaohongshu_images/机能风穿搭/684bd329000000002100aac3/image_02.webp,#FEFDFD,#292625,white,white,0.3178,0.2342,ok
GRP-XHS-684bd329000000002100aac3-03,684bd329000000002100aac3,Dataset/xhs/xiaohongshu_images/机能风穿搭/684bd329000000002100aac3/image_03.webp,#FDFEFE,#D6DADC,white,white,0.3088,0.3086,ok
GRP-XHS-684bd329000000002100aac3-04,684bd329000000002100aac3,Dataset/xhs/xiaohongshu_images/机能风穿搭/684bd329000000002100aac3/image_04.webp,#FEFEFD,#D0C9C5,white,white,0.3296,0.2186,ok
GRP-XHS-684bd329000000002100aac3-05,684bd329000000002100aac3,Dataset/xhs/xiaohongshu_images/机能风穿搭/684bd329000000002100aac3/image_05.webp,#D4CEC4,#FEFEFE,white,white,0.3746,0.3016,ok
GRP-XHS-693ff373000000001e011f3e-01,693ff373000000001e011f3e,Dataset/xhs/xiaohongshu_images/机能风穿搭/693ff373000000001e011f3e/image_01.webp,#343138,#B3AEAA,purple,purple,0.2894,0.2088,ok
GRP-XHS-69130db200000000030388ad-01,69130db200000000030388ad,Dataset/xhs/xiaohongshu_images/机能风穿搭/69130db200000000030388ad/image_01.webp,#E2E4E9,#DDDFE1,white,white,0.6346,0.1968,ok
GRP-XHS-69130db200000000030388ad-02,69130db200000000030388ad,Dataset/xhs/xiaohongshu_images/机能风穿搭/69130db200000000030388ad/image_02.webp,#E3E5EA,#CACDD9,white,white,0.7686,0.1406,ok
GRP-XHS-69130db200000000030388ad-03,69130db200000000030388ad,Dataset/xhs/xiaohongshu_images/机能风穿搭/69130db200000000030388ad/image_03.webp,#E6E8EC,#E0E2E5,white,white,0.4398,0.4276,ok
GRP-XHS-69130db200000000030388ad-04,69130db200000000030388ad,Dataset/xhs/xiaohongshu_images/机能风穿搭/69130db200000000030388ad/image_04.webp,#E1E3E7,#CCCCD4,white,white,0.7988,0.091,ok
GRP-XHS-69130db200000000030388ad-05,69130db200000000030388ad,Dataset/xhs/xiaohongshu_images/机能风穿搭/69130db200000000030388ad/image_05.webp,#DEE1E5,#EBEEF0,white,white,0.751,0.1096,ok
GRP-XHS-69130db200000000030388ad-06,69130db200000000030388ad,Dataset/xhs/xiaohongshu_images/机能风穿搭/69130db200000000030388ad/image_06.webp,#E3E5E8,#D7DADF,white,white,0.79,0.1002,ok
GRP-XHS-6a0dc98300000000070133ba-01,6a0dc98300000000070133ba,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a0dc98300000000070133ba/image_01.webp,#0B0E12,#384654,black,black,0.4622,0.2078,ok
GRP-XHS-6a0dc98300000000070133ba-02,6a0dc98300000000070133ba,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a0dc98300000000070133ba/image_02.webp,#070A0D,#202F3B,black,black,0.425,0.187,ok
GRP-XHS-6a0dc98300000000070133ba-03,6a0dc98300000000070133ba,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a0dc98300000000070133ba/image_03.webp,#090E12,#3F4C56,black,black,0.3938,0.2034,ok
GRP-XHS-6a0dc98300000000070133ba-05,6a0dc98300000000070133ba,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a0dc98300000000070133ba/image_05.webp,#080A0D,#252C32,black,black,0.3792,0.229,ok
GRP-XHS-6917141b0000000004000ab4-01,6917141b0000000004000ab4,Dataset/xhs/xiaohongshu_images/机能风穿搭/6917141b0000000004000ab4/image_01.webp,#13182B,#182E5B,black,black,0.406,0.3838,ok
GRP-XHS-6917141b0000000004000ab4-02,6917141b0000000004000ab4,Dataset/xhs/xiaohongshu_images/机能风穿搭/6917141b0000000004000ab4/image_02.webp,#06141E,#102638,black,black,0.3264,0.2886,ok
GRP-XHS-68a328a7000000001c004504-01,68a328a7000000001c004504,Dataset/xhs/xiaohongshu_images/机能风穿搭/68a328a7000000001c004504/image_01.webp,#1E1F23,#D9DAD9,black,black,0.3022,0.2136,ok
GRP-XHS-69f054a8000000001f0002b0-01,69f054a8000000001f0002b0,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_01.webp,#D3D2CA,#B7B1A6,white,white,0.31,0.2586,ok
GRP-XHS-69f054a8000000001f0002b0-02,69f054a8000000001f0002b0,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_02.webp,#A28268,#C0A48E,orange,red_or_orange,0.3188,0.2636,ok
GRP-XHS-69f054a8000000001f0002b0-03,69f054a8000000001f0002b0,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_03.webp,#C5BEB2,#958779,gray,gray,0.354,0.2928,ok
GRP-XHS-69f054a8000000001f0002b0-04,69f054a8000000001f0002b0,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_04.webp,#D5B9A0,#A9866B,orange,red_or_orange,0.3854,0.3288,ok
GRP-XHS-69f054a8000000001f0002b0-06,69f054a8000000001f0002b0,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_06.webp,#D2B499,#AA927E,orange,red_or_orange,0.3348,0.239,ok
GRP-XHS-69f054a8000000001f0002b0-07,69f054a8000000001f0002b0,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_07.webp,#D8D6CF,#BAB2A6,white,white,0.2984,0.27,ok
GRP-XHS-69f054a8000000001f0002b0-08,69f054a8000000001f0002b0,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_08.webp,#A5866C,#CEAF93,orange,red_or_orange,0.3394,0.3012,ok
GRP-XHS-69f054a8000000001f0002b0-10,69f054a8000000001f0002b0,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f054a8000000001f0002b0/image_10.webp,#786051,#554032,orange,red_or_orange,0.2758,0.2388,ok
GRP-XHS-69aa29ee0000000023039968-01,69aa29ee0000000023039968,Dataset/xhs/xiaohongshu_images/机能风穿搭/69aa29ee0000000023039968/image_01.webp,#B2B0AA,#CED1D3,gray,gray,0.3728,0.284,ok
GRP-XHS-69aa29ee0000000023039968-02,69aa29ee0000000023039968,Dataset/xhs/xiaohongshu_images/机能风穿搭/69aa29ee0000000023039968/image_02.webp,#BDBAB4,#A4A59D,gray,gray,0.3584,0.317,ok
GRP-XHS-69aa29ee0000000023039968-03,69aa29ee0000000023039968,Dataset/xhs/xiaohongshu_images/机能风穿搭/69aa29ee0000000023039968/image_03.webp,#BFC3C7,#D6DADF,gray,gray,0.3582,0.3484,ok
GRP-XHS-693a84ad000000001e00c2bf-01,693a84ad000000001e00c2bf,Dataset/xhs/xiaohongshu_images/机能风穿搭/693a84ad000000001e00c2bf/image_01.webp,#AEB6BE,#8D959B,gray,gray,0.4384,0.1968,ok
GRP-XHS-693a84ad000000001e00c2bf-03,693a84ad000000001e00c2bf,Dataset/xhs/xiaohongshu_images/机能风穿搭/693a84ad000000001e00c2bf/image_03.webp,#E5E6E6,#C4BFB3,white,white,0.57,0.2596,ok
GRP-XHS-693a84ad000000001e00c2bf-04,693a84ad000000001e00c2bf,Dataset/xhs/xiaohongshu_images/机能风穿搭/693a84ad000000001e00c2bf/image_04.webp,#CBCED9,#AEB0BC,white,white,0.3256,0.2958,ok
GRP-XHS-693a84ad000000001e00c2bf-05,693a84ad000000001e00c2bf,Dataset/xhs/xiaohongshu_images/机能风穿搭/693a84ad000000001e00c2bf/image_05.webp,#83919A,#A3AAB1,blue,blue,0.6394,0.24,ok
GRP-XHS-693a84ad000000001e00c2bf-06,693a84ad000000001e00c2bf,Dataset/xhs/xiaohongshu_images/机能风穿搭/693a84ad000000001e00c2bf/image_06.webp,#9FA9B3,#B8C0C6,gray,gray,0.565,0.2106,ok
GRP-XHS-693a84ad000000001e00c2bf-07,693a84ad000000001e00c2bf,Dataset/xhs/xiaohongshu_images/机能风穿搭/693a84ad000000001e00c2bf/image_07.webp,#98A7B2,#B7BFC6,blue,blue,0.5572,0.2936,ok
GRP-XHS-68c19517000000001d03874b-01,68c19517000000001d03874b,Dataset/xhs/xiaohongshu_images/机能风穿搭/68c19517000000001d03874b/image_01.webp,#1E1B1B,#CDD4D7,black,black,0.2434,0.2072,ok
GRP-XHS-6a05825d000000000702b197-01,6a05825d000000000702b197,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a05825d000000000702b197/image_01.webp,#D3D3DB,#F8F7FA,white,white,0.3188,0.289,ok
GRP-XHS-6a05825d000000000702b197-02,6a05825d000000000702b197,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a05825d000000000702b197/image_02.webp,#D4D6DF,#C6C8D1,white,white,0.4878,0.3024,ok
GRP-XHS-6a05825d000000000702b197-03,6a05825d000000000702b197,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a05825d000000000702b197/image_03.webp,#FDFDFD,#1F1E25,white,white,0.5236,0.274,ok
GRP-XHS-6a05825d000000000702b197-04,6a05825d000000000702b197,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a05825d000000000702b197/image_04.webp,#F7F6F9,#1B1B25,white,white,0.726,0.1108,ok
GRP-XHS-6a00ae370000000006021063-01,6a00ae370000000006021063,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a00ae370000000006021063/image_01.webp,#F0E3CE,#8F7B65,khaki,khaki_or_beige,0.3336,0.204,ok
GRP-XHS-6a0b15450000000038037235-01,6a0b15450000000038037235,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a0b15450000000038037235/image_01.webp,#64543F,#9F7D55,brown,brown,0.3482,0.3388,ok
GRP-XHS-6a0b15450000000038037235-02,6a0b15450000000038037235,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a0b15450000000038037235/image_02.webp,#3C445A,#6D6E75,blue,blue,0.2594,0.2082,ok
GRP-XHS-6a0b15450000000038037235-03,6a0b15450000000038037235,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a0b15450000000038037235/image_03.webp,#A4917E,#454C5B,orange,red_or_orange,0.281,0.1886,ok
GRP-XHS-68bea965000000001d03b803-01,68bea965000000001d03b803,Dataset/xhs/xiaohongshu_images/机能风穿搭/68bea965000000001d03b803/image_01.webp,#968C7D,#5F5B59,khaki,khaki_or_beige,0.3144,0.2742,ok
GRP-XHS-68bea965000000001d03b803-02,68bea965000000001d03b803,Dataset/xhs/xiaohongshu_images/机能风穿搭/68bea965000000001d03b803/image_02.webp,#948774,#6C5F52,khaki,khaki_or_beige,0.3232,0.2224,ok
GRP-XHS-6a104136000000003601bfaf-01,6a104136000000003601bfaf,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a104136000000003601bfaf/image_01.webp,#CAC0B7,#A59F9A,gray,gray,0.3372,0.1798,ok
GRP-XHS-6a104136000000003601bfaf-02,6a104136000000003601bfaf,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a104136000000003601bfaf/image_02.webp,#79845F,#424F3E,olive,olive_or_green,0.2978,0.2722,ok
GRP-XHS-6a104136000000003601bfaf-03,6a104136000000003601bfaf,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a104136000000003601bfaf/image_03.webp,#B0A89D,#8D887C,gray,gray,0.312,0.2306,ok
GRP-XHS-6a104136000000003601bfaf-04,6a104136000000003601bfaf,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a104136000000003601bfaf/image_04.webp,#1D2012,#78725F,black,black,0.2614,0.2178,ok
GRP-XHS-6a104136000000003601bfaf-05,6a104136000000003601bfaf,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a104136000000003601bfaf/image_05.webp,#635C4B,#97866E,brown,brown,0.3032,0.2388,ok
GRP-XHS-6a104136000000003601bfaf-06,6a104136000000003601bfaf,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a104136000000003601bfaf/image_06.webp,#BAB1A8,#292224,gray,gray,0.32,0.2762,ok
GRP-XHS-6a104136000000003601bfaf-07,6a104136000000003601bfaf,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a104136000000003601bfaf/image_07.webp,#DABCA2,#74706E,orange,red_or_orange,0.244,0.2412,ok
GRP-XHS-6a104136000000003601bfaf-08,6a104136000000003601bfaf,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a104136000000003601bfaf/image_08.webp,#E0C7AE,#998375,orange,red_or_orange,0.3044,0.2212,ok
GRP-XHS-68b915e3000000001d006f2e-01,68b915e3000000001d006f2e,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b915e3000000001d006f2e/image_01.webp,#F3F4F5,#D6D6D4,white,white,0.6688,0.1486,ok
GRP-XHS-68b915e3000000001d006f2e-02,68b915e3000000001d006f2e,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b915e3000000001d006f2e/image_02.webp,#F5F6F8,#1B1D20,white,white,0.4496,0.2246,ok
GRP-XHS-68b915e3000000001d006f2e-03,68b915e3000000001d006f2e,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b915e3000000001d006f2e/image_03.webp,#E0E0E0,#1E1E21,white,white,0.768,0.0864,ok
GRP-XHS-68b915e3000000001d006f2e-04,68b915e3000000001d006f2e,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b915e3000000001d006f2e/image_04.webp,#B3B3B2,#A7A7A5,gray,gray,0.458,0.4262,ok
GRP-XHS-68b063df000000001d01d584-01,68b063df000000001d01d584,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b063df000000001d01d584/image_01.webp,#A3A2A1,#E6E6E6,gray,gray,0.2488,0.23,ok
GRP-XHS-68b063df000000001d01d584-02,68b063df000000001d01d584,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b063df000000001d01d584/image_02.webp,#ACACAA,#D6D8D7,gray,gray,0.383,0.2092,ok
GRP-XHS-68b063df000000001d01d584-03,68b063df000000001d01d584,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b063df000000001d01d584/image_03.webp,#EFF0F1,#C7C9CB,white,white,0.3226,0.2594,ok
GRP-XHS-68b063df000000001d01d584-04,68b063df000000001d01d584,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b063df000000001d01d584/image_04.webp,#F1F2F2,#CDCAC9,white,white,0.3886,0.2658,ok
GRP-XHS-68b063df000000001d01d584-05,68b063df000000001d01d584,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b063df000000001d01d584/image_05.webp,#E8E8E8,#C4C4C2,white,white,0.6316,0.142,ok
GRP-XHS-68b063df000000001d01d584-06,68b063df000000001d01d584,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b063df000000001d01d584/image_06.webp,#E4E4E4,#C3C3C3,white,white,0.6296,0.1548,ok
GRP-XHS-68b063df000000001d01d584-07,68b063df000000001d01d584,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b063df000000001d01d584/image_07.webp,#ECEDEE,#C2C2C2,white,white,0.3672,0.2706,ok
GRP-XHS-68b063df000000001d01d584-08,68b063df000000001d01d584,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b063df000000001d01d584/image_08.webp,#B2B1B0,#90908E,gray,gray,0.3728,0.2022,ok
GRP-XHS-68b063df000000001d01d584-09,68b063df000000001d01d584,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b063df000000001d01d584/image_09.webp,#F5F5F6,#D9DADB,white,white,0.413,0.2786,ok
GRP-XHS-68b063df000000001d01d584-11,68b063df000000001d01d584,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b063df000000001d01d584/image_11.webp,#F5F6F6,#D6D7D8,white,white,0.4446,0.3118,ok
GRP-XHS-68b063df000000001d01d584-14,68b063df000000001d01d584,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b063df000000001d01d584/image_14.webp,#F7F7F7,#DDDEDF,white,white,0.4322,0.3058,ok
GRP-XHS-68b063df000000001d01d584-15,68b063df000000001d01d584,Dataset/xhs/xiaohongshu_images/机能风穿搭/68b063df000000001d01d584/image_15.webp,#F4F4F5,#989795,white,white,0.3274,0.2038,ok
GRP-XHS-68afb216000000001c013882-01,68afb216000000001c013882,Dataset/xhs/xiaohongshu_images/机能风穿搭/68afb216000000001c013882/image_01.webp,#6A6659,#47443A,brown,brown,0.3034,0.242,ok
GRP-XHS-68afb216000000001c013882-02,68afb216000000001c013882,Dataset/xhs/xiaohongshu_images/机能风穿搭/68afb216000000001c013882/image_02.webp,#605B4D,#3C3A2F,brown,brown,0.3172,0.2646,ok
GRP-XHS-68afb216000000001c013882-03,68afb216000000001c013882,Dataset/xhs/xiaohongshu_images/机能风穿搭/68afb216000000001c013882/image_03.webp,#5D5C54,#32342F,gray,gray,0.4314,0.23,ok
GRP-XHS-6846cf5a0000000022035d51-01,6846cf5a0000000022035d51,Dataset/xhs/xiaohongshu_images/机能风穿搭/6846cf5a0000000022035d51/image_01.webp,#1E252E,#404349,blue,blue,0.4266,0.2064,ok
GRP-XHS-6846cf5a0000000022035d51-02,6846cf5a0000000022035d51,Dataset/xhs/xiaohongshu_images/机能风穿搭/6846cf5a0000000022035d51/image_02.webp,#303A39,#161F1C,blue,blue,0.4,0.3206,ok
GRP-XHS-69950c88000000001d012fef-01,69950c88000000001d012fef,Dataset/xhs/xiaohongshu_images/机能风穿搭/69950c88000000001d012fef/image_01.webp,#010000,#CBCDD3,black,black,0.4702,0.3002,ok
GRP-XHS-69fda804000000001e00d51b-01,69fda804000000001e00d51b,Dataset/xhs/xiaohongshu_images/机能风穿搭/69fda804000000001e00d51b/image_01.webp,#13130F,#524C41,black,black,0.367,0.214,ok
GRP-XHS-69fda804000000001e00d51b-02,69fda804000000001e00d51b,Dataset/xhs/xiaohongshu_images/机能风穿搭/69fda804000000001e00d51b/image_02.webp,#1E1E1D,#3F3D39,black,black,0.3434,0.3102,ok
GRP-XHS-69fda804000000001e00d51b-03,69fda804000000001e00d51b,Dataset/xhs/xiaohongshu_images/机能风穿搭/69fda804000000001e00d51b/image_03.webp,#1D1E1C,#43423B,black,black,0.4694,0.2926,ok
GRP-XHS-69300d92000000001b03083b-01,69300d92000000001b03083b,Dataset/xhs/xiaohongshu_images/机能风穿搭/69300d92000000001b03083b/image_01.webp,#CDCECF,#1C1E1E,gray,gray,0.3418,0.2966,ok
GRP-XHS-69300d92000000001b03083b-02,69300d92000000001b03083b,Dataset/xhs/xiaohongshu_images/机能风穿搭/69300d92000000001b03083b/image_02.webp,#B1B5B5,#161B1C,gray,gray,0.4602,0.296,ok
GRP-XHS-69300d92000000001b03083b-03,69300d92000000001b03083b,Dataset/xhs/xiaohongshu_images/机能风穿搭/69300d92000000001b03083b/image_03.webp,#A9A9A9,#959491,gray,gray,0.4998,0.3314,ok
GRP-XHS-69300d92000000001b03083b-04,69300d92000000001b03083b,Dataset/xhs/xiaohongshu_images/机能风穿搭/69300d92000000001b03083b/image_04.webp,#CCCDCD,#1E2020,gray,gray,0.4652,0.2216,ok
GRP-XHS-69300d92000000001b03083b-05,69300d92000000001b03083b,Dataset/xhs/xiaohongshu_images/机能风穿搭/69300d92000000001b03083b/image_05.webp,#ACACAC,#181817,gray,gray,0.3842,0.3146,ok
GRP-XHS-69300d92000000001b03083b-06,69300d92000000001b03083b,Dataset/xhs/xiaohongshu_images/机能风穿搭/69300d92000000001b03083b/image_06.webp,#A8A8A8,#9C9B98,gray,gray,0.3768,0.288,ok
GRP-XHS-69300d92000000001b03083b-07,69300d92000000001b03083b,Dataset/xhs/xiaohongshu_images/机能风穿搭/69300d92000000001b03083b/image_07.webp,#A2A2A2,#151918,gray,gray,0.3908,0.303,ok
GRP-XHS-69300d92000000001b03083b-08,69300d92000000001b03083b,Dataset/xhs/xiaohongshu_images/机能风穿搭/69300d92000000001b03083b/image_08.webp,#AAAAAA,#9D9C99,gray,gray,0.2812,0.2654,ok
GRP-XHS-69300d92000000001b03083b-09,69300d92000000001b03083b,Dataset/xhs/xiaohongshu_images/机能风穿搭/69300d92000000001b03083b/image_09.webp,#908D8A,#0E0F0E,gray,gray,0.307,0.2928,ok
GRP-XHS-69300d92000000001b03083b-10,69300d92000000001b03083b,Dataset/xhs/xiaohongshu_images/机能风穿搭/69300d92000000001b03083b/image_10.webp,#111110,#9A9996,black,black,0.3216,0.294,ok
GRP-XHS-68fd74df000000000301809d-01,68fd74df000000000301809d,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fd74df000000000301809d/image_01.webp,#3C848D,#1A6977,blue,blue,0.4054,0.3182,ok
GRP-XHS-68fd74df000000000301809d-02,68fd74df000000000301809d,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fd74df000000000301809d/image_02.webp,#448992,#1C6977,blue,blue,0.365,0.2116,ok
GRP-XHS-68fd74df000000000301809d-03,68fd74df000000000301809d,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fd74df000000000301809d/image_03.webp,#428891,#222521,blue,blue,0.2962,0.2644,ok
GRP-XHS-68fd74df000000000301809d-04,68fd74df000000000301809d,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fd74df000000000301809d/image_04.webp,#448991,#262824,blue,blue,0.3332,0.2596,ok
GRP-XHS-68fd74df000000000301809d-05,68fd74df000000000301809d,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fd74df000000000301809d/image_05.webp,#3C858E,#186876,blue,blue,0.3128,0.2994,ok
GRP-XHS-699abcd6000000000a02f96f-01,699abcd6000000000a02f96f,Dataset/xhs/xiaohongshu_images/机能风穿搭/699abcd6000000000a02f96f/image_01.webp,#181716,#383430,black,black,0.3992,0.256,ok
GRP-XHS-699abcd6000000000a02f96f-02,699abcd6000000000a02f96f,Dataset/xhs/xiaohongshu_images/机能风穿搭/699abcd6000000000a02f96f/image_02.webp,#121312,#282723,black,black,0.4008,0.2922,ok
GRP-XHS-699abcd6000000000a02f96f-03,699abcd6000000000a02f96f,Dataset/xhs/xiaohongshu_images/机能风穿搭/699abcd6000000000a02f96f/image_03.webp,#0F0F11,#292527,black,black,0.273,0.2682,ok
GRP-XHS-699abcd6000000000a02f96f-04,699abcd6000000000a02f96f,Dataset/xhs/xiaohongshu_images/机能风穿搭/699abcd6000000000a02f96f/image_04.webp,#161515,#36342D,black,black,0.3948,0.2816,ok
GRP-XHS-699abcd6000000000a02f96f-05,699abcd6000000000a02f96f,Dataset/xhs/xiaohongshu_images/机能风穿搭/699abcd6000000000a02f96f/image_05.webp,#0E0E0E,#272520,black,black,0.3722,0.2432,ok
GRP-XHS-699abcd6000000000a02f96f-07,699abcd6000000000a02f96f,Dataset/xhs/xiaohongshu_images/机能风穿搭/699abcd6000000000a02f96f/image_07.webp,#131211,#2F2C26,black,black,0.4144,0.2506,ok
GRP-XHS-697069960000000021033e97-01,697069960000000021033e97,Dataset/xhs/xiaohongshu_images/机能风穿搭/697069960000000021033e97/image_01.webp,#131314,#95949B,black,black,0.486,0.1836,ok
GRP-XHS-69f9cb9c000000003501f293-01,69f9cb9c000000003501f293,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f9cb9c000000003501f293/image_01.webp,#F4F6F8,#111216,white,white,0.6238,0.202,ok
GRP-XHS-69f9cb9c000000003501f293-06,69f9cb9c000000003501f293,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f9cb9c000000003501f293/image_06.webp,#F4F6F8,#13161B,white,white,0.7426,0.1868,ok
GRP-XHS-69f9cb9c000000003501f293-07,69f9cb9c000000003501f293,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f9cb9c000000003501f293/image_07.webp,#F4F6F8,#0D0F13,white,white,0.7662,0.1484,ok
GRP-XHS-694fc9a7000000001e002664-01,694fc9a7000000001e002664,Dataset/xhs/xiaohongshu_images/机能风穿搭/694fc9a7000000001e002664/image_01.webp,#101016,#E6EAF5,black,black,0.3946,0.2368,ok
GRP-XHS-694fc9a7000000001e002664-03,694fc9a7000000001e002664,Dataset/xhs/xiaohongshu_images/机能风穿搭/694fc9a7000000001e002664/image_03.webp,#0E0F13,#E4E9F6,black,black,0.3894,0.252,ok
GRP-XHS-694fc9a7000000001e002664-04,694fc9a7000000001e002664,Dataset/xhs/xiaohongshu_images/机能风穿搭/694fc9a7000000001e002664/image_04.webp,#0D0D10,#E0E4F2,black,black,0.4866,0.2562,ok
GRP-XHS-694fc9a7000000001e002664-06,694fc9a7000000001e002664,Dataset/xhs/xiaohongshu_images/机能风穿搭/694fc9a7000000001e002664/image_06.webp,#0E0D14,#282833,black,black,0.4012,0.2236,ok
GRP-XHS-694fc9a7000000001e002664-08,694fc9a7000000001e002664,Dataset/xhs/xiaohongshu_images/机能风穿搭/694fc9a7000000001e002664/image_08.webp,#121217,#E8ECF9,black,black,0.4978,0.2554,ok
GRP-XHS-694fc9a7000000001e002664-09,694fc9a7000000001e002664,Dataset/xhs/xiaohongshu_images/机能风穿搭/694fc9a7000000001e002664/image_09.webp,#010D18,#092236,black,black,0.4214,0.286,ok
GRP-XHS-694fc9a7000000001e002664-10,694fc9a7000000001e002664,Dataset/xhs/xiaohongshu_images/机能风穿搭/694fc9a7000000001e002664/image_10.webp,#050A1D,#232C4C,black,black,0.5848,0.2152,ok
GRP-XHS-694fc9a7000000001e002664-11,694fc9a7000000001e002664,Dataset/xhs/xiaohongshu_images/机能风穿搭/694fc9a7000000001e002664/image_11.webp,#58598D,#D7D7E5,blue,blue,0.3318,0.2572,ok
GRP-XHS-694fc9a7000000001e002664-13,694fc9a7000000001e002664,Dataset/xhs/xiaohongshu_images/机能风穿搭/694fc9a7000000001e002664/image_13.webp,#D8C3AF,#B6A594,orange,red_or_orange,0.269,0.2488,ok
