Image_ID,note_id,image_path,keyword,Source_ID,Source_Text,Curation_Status,Image_Category,Primary_Color,Secondary_Color,Material_Clue,Scenario,Visual_Weight,Pockets,Zipper_Type,Fit,Reflective,Text_Keywords,Text_Pain_Points,Text_Sentiment,Text_Sentiment_Score,Text_Color_Terms,Text_Material_Terms,Text_Function_Terms,Text_Scenario_Terms,Semantic_Consistency_Score,Conflict_Type,Conflict_Reason,Useful_Design_Signal,Gorpcore_Relevance,Visual_Confidence,Final_Confidence,Review_Needed,Review_Reason,Reviewer,Manual_Decision,Manual_Category,Manual_Notes,Corrected_Color,Corrected_Material,Corrected_Scenario,Corrected_Pain_Point,Reviewed_At
GRP-XHS-68cab82e000000000e033c94-01,68cab82e000000000e033c94,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\68cab82e000000000e033c94\image_01.webp,#Gorpcore,GRP-XHS-68cab82e000000000e033c94,继续,use,full_body_outfit,black,white,cotton | canvas,Sports,lightweight,0,None,Regular,False,,,neutral,0.0,,,,,0.88,none,none,none,0.2,0.95,0.836,True,low_gorpcore_relevance,Codex assisted human review,reject,full_body_outfit,Rejected in review: visible outfit is too casual or lacks enough Gorpcore/technical design evidence.,,,,,2026-06-11
GRP-XHS-68cab82e000000000e033c94-02,68cab82e000000000e033c94,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\68cab82e000000000e033c94\image_02.webp,#Gorpcore,GRP-XHS-68cab82e000000000e033c94,继续,use,full_body_outfit,black,white,cotton | canvas | rubber sole,Sports,lightweight,0,None,Regular,False,,,neutral,0.0,,,,,0.88,none,none,none,0.2,0.9,0.792,True,low_gorpcore_relevance,Codex assisted human review,reject,full_body_outfit,Rejected in review: visible outfit is too casual or lacks enough Gorpcore/technical design evidence.,,,,,2026-06-11
GRP-XHS-68ccce0f0000000013007a4b-01,68ccce0f0000000013007a4b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ccce0f0000000013007a4b\image_01.webp,#机能风穿搭,GRP-XHS-68ccce0f0000000013007a4b,「每日审美提升」原宿魔女的y2k幻想,use,multi_panel_outfit,black,gray,ripstop | matte nylon | fleece | technical fabric,Urban_Commute,medium,4,Exposed,Loose,False,,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.85,0.748,True,low_gorpcore_relevance,Codex assisted human review,revise,multi_panel_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,black,ripstop | matte nylon | fleece | technical fabric,Urban_Commute,none,2026-06-11
GRP-XHS-68ccce0f0000000013007a4b-02,68ccce0f0000000013007a4b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ccce0f0000000013007a4b\image_02.webp,#机能风穿搭,GRP-XHS-68ccce0f0000000013007a4b,「每日审美提升」原宿魔女的y2k幻想,reject,product_marketing,brown,beige,textile | fabric | layered,Unclear,medium,0,Unclear,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.0,0.9,0.675,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-68ccce0f0000000013007a4b-03,68ccce0f0000000013007a4b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ccce0f0000000013007a4b\image_03.webp,#机能风穿搭,GRP-XHS-68ccce0f0000000013007a4b,「每日审美提升」原宿魔女的y2k幻想,use,full_body_outfit,gray,beige,plaid fabric | layered textile | cotton blend | wool-like,Fashion_Street,medium,0,Unclear,Loose,False,,,neutral,0.0,,,,,0.88,none,none,none,0.2,0.9,0.792,True,low_gorpcore_relevance,Codex assisted human review,reject,full_body_outfit,Rejected in review: visible outfit is too casual or lacks enough Gorpcore/technical design evidence.,,,,,2026-06-11
GRP-XHS-68ccce0f0000000013007a4b-04,68ccce0f0000000013007a4b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ccce0f0000000013007a4b\image_04.webp,#机能风穿搭,GRP-XHS-68ccce0f0000000013007a4b,「每日审美提升」原宿魔女的y2k幻想,reject,product_marketing,blue,black,denim | mesh | leather,Fashion_Street,medium,0,Unclear,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.1,0.9,0.675,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-68ccce0f0000000013007a4b-05,68ccce0f0000000013007a4b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ccce0f0000000013007a4b\image_05.webp,#机能风穿搭,GRP-XHS-68ccce0f0000000013007a4b,「每日审美提升」原宿魔女的y2k幻想,reject,product_marketing,black,none,matte fabric | mesh | leather-like,Fashion_Street,medium,0,Unclear,Regular,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.1,0.9,0.675,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-68ccce0f0000000013007a4b-07,68ccce0f0000000013007a4b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ccce0f0000000013007a4b\image_07.webp,#机能风穿搭,GRP-XHS-68ccce0f0000000013007a4b,「每日审美提升」原宿魔女的y2k幻想,reject,full_body_outfit,gray,black,unclear,Unclear,unclear,0,Unclear,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/full_body_outfit.,none,0.0,0.9,0.675,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,full_body_outfit,Rejected in review: Node B rejected the image (); keep it out of the curated dataset.,,,,,2026-06-11
GRP-XHS-68ce62540000000013017c79-01,68ce62540000000013017c79,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ce62540000000013017c79\image_01.webp,#机能风穿搭,GRP-XHS-68ce62540000000013017c79,喵/机能风也很好看呢 ️,reject,multi_panel_outfit,unclear,none,unclear,Unclear,unclear,0,Unclear,Unclear,False,机能风,,positive,1.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/multi_panel_outfit.,none,0.0,0.9,0.675,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,multi_panel_outfit,Rejected in review: Node B rejected the image (); keep it out of the curated dataset.,,,,,2026-06-11
GRP-XHS-68ce62540000000013017c79-02,68ce62540000000013017c79,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ce62540000000013017c79\image_02.webp,#机能风穿搭,GRP-XHS-68ce62540000000013017c79,喵/机能风也很好看呢 ️,reject,text_overlay_outfit,unclear,none,unclear,Unclear,unclear,0,Unclear,Unclear,False,机能风,,positive,1.0,,,,,0.65,visual_rejected_or_non_outfit,Node B status/category is reject/text_overlay_outfit.,none,0.0,0.9,0.585,True,visual_rejected_or_non_outfit | high_text_overlay | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,reject,text_overlay_outfit,Rejected in review: Node B rejected the image (); keep it out of the curated dataset.,,,,,2026-06-11
GRP-XHS-68d10c96000000001203c996-01,68d10c96000000001203c996,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\68d10c96000000001203c996\image_01.webp,#Gorpcore,GRP-XHS-68d10c96000000001203c996,gorgor你有点太帅到我了,reject,half_body_outfit,black,none,unclear,Unclear,unclear,0,Unclear,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/half_body_outfit.,none,0.0,0.8,0.6,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,half_body_outfit,Rejected in review: Node B rejected the image (); keep it out of the curated dataset.,,,,,2026-06-11
GRP-XHS-68d10c96000000001203c996-02,68d10c96000000001203c996,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\68d10c96000000001203c996\image_02.webp,#Gorpcore,GRP-XHS-68d10c96000000001203c996,gorgor你有点太帅到我了,reject,half_body_outfit,black,none,unclear,Unclear,unclear,0,Unclear,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/half_body_outfit.,none,0.0,0.8,0.6,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,half_body_outfit,Rejected in review: Node B rejected the image (); keep it out of the curated dataset.,,,,,2026-06-11
GRP-XHS-68d10c96000000001203c996-03,68d10c96000000001203c996,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\68d10c96000000001203c996\image_03.webp,#Gorpcore,GRP-XHS-68d10c96000000001203c996,gorgor你有点太帅到我了,reject,half_body_outfit,black,none,wool | satin,Unclear,medium,0,Unclear,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/half_body_outfit.,none,0.0,0.8,0.6,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,half_body_outfit,Rejected in review: Node B rejected the image (); keep it out of the curated dataset.,,,,,2026-06-11
GRP-XHS-68e99da2000000000700a15f-09,68e99da2000000000700a15f,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68e99da2000000000700a15f\image_09.webp,#机能风穿搭,GRP-XHS-68e99da2000000000700a15f,街头潮流与功能性兼备的战甲～,reject,product_marketing,black,orange,nylon | technical fabric | waterproof,Unclear,medium,0,Exposed,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.7,0.9,0.675,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-68f62e630000000004016ee4-01,68f62e630000000004016ee4,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\68f62e630000000004016ee4\image_01.webp,#Gorpcore,GRP-XHS-68f62e630000000004016ee4,龔鈺祺專輯 《月光動物園》空降各大排行冠軍,use,full_body_outfit,black,white,mesh | nylon | technical fabric,Fashion_Street,lightweight,0,Unclear,Oversized,False,,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.9,0.792,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,black,mesh | nylon | technical fabric,Fashion_Street,none,2026-06-11
GRP-XHS-68f62e630000000004016ee4-04,68f62e630000000004016ee4,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\68f62e630000000004016ee4\image_04.webp,#Gorpcore,GRP-XHS-68f62e630000000004016ee4,龔鈺祺專輯 《月光動物園》空降各大排行冠軍,reject,unrelated,black,white,wool | silk,Urban_Commute,medium,0,Unclear,Regular,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/unrelated.,none,0.0,0.95,0.7125,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,unrelated,"Rejected in review: Node B image curation category is unrelated, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-68fb6cfb000000000702108e-03,68fb6cfb000000000702108e,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68fb6cfb000000000702108e\image_03.webp,#机能风穿搭,GRP-XHS-68fb6cfb000000000702108e,暗黑机能风/Frustration Garden,use,full_body_outfit,black,none,lace | denim | matte fabric | technical stitching,Fashion_Street,medium,4,Exposed,Loose,False,机能风 | 黑,,neutral,0.0,黑,,,,0.88,none,none,none,0.3,0.95,0.836,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,black,lace | denim | matte fabric | technical stitching,Fashion_Street,none,2026-06-11
GRP-XHS-68fcef62000000000702059a-02,68fcef62000000000702059a,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68fcef62000000000702059a\image_02.webp,#机能风穿搭,GRP-XHS-68fcef62000000000702059a,海猫直播时穿的衣服品牌machine56,reject,product_marketing,none,none,unclear,Unclear,unclear,0,Unclear,Unclear,False,,,neutral,0.0,,,,,0.65,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.0,0.9,0.585,True,visual_rejected_or_non_outfit | high_text_overlay | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-68fcef62000000000702059a-04,68fcef62000000000702059a,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68fcef62000000000702059a\image_04.webp,#机能风穿搭,GRP-XHS-68fcef62000000000702059a,海猫直播时穿的衣服品牌machine56,reject,text_screenshot,none,none,unclear,Unclear,unclear,0,None,Unclear,False,,,neutral,0.0,,,,,0.65,visual_rejected_or_non_outfit,Node B status/category is reject/text_screenshot.,none,0.0,0.95,0.6175,True,visual_rejected_or_non_outfit | high_text_overlay | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,reject,text_screenshot,"Rejected in review: Node B image curation category is text_screenshot, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-69130db200000000030388ad-02,69130db200000000030388ad,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69130db200000000030388ad\image_02.webp,#机能风穿搭,GRP-XHS-69130db200000000030388ad,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,use,full_body_outfit,white,light blue,matte nylon | technical fabric | shell-like,Fashion_Street,medium,2,Exposed,Oversized,False,,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.9,0.792,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,white,matte nylon | technical fabric | shell-like,Fashion_Street,none,2026-06-11
GRP-XHS-69130db200000000030388ad-03,69130db200000000030388ad,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69130db200000000030388ad\image_03.webp,#机能风穿搭,GRP-XHS-69130db200000000030388ad,头晕晕的感觉缺点你的亲亲(ᐡ ɞ̴̶̷ . ɞ̴̶̷ ᐡ,reject,full_body_outfit,white,light blue,nylon | synthetic | matte,Fashion_Street,medium,0,Unclear,Oversized,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/full_body_outfit.,none,0.1,0.8,0.6,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,full_body_outfit,Rejected in review: Node B rejected the image (); keep it out of the curated dataset.,,,,,2026-06-11
GRP-XHS-692ec0f4000000001f00490d-04,692ec0f4000000001f00490d,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\692ec0f4000000001f00490d\image_04.webp,#Gorpcore,GRP-XHS-692ec0f4000000001f00490d,Gorpcore ootd｜户外日常 ₊⁺,reject,landscape,none,none,unclear,Unclear,unclear,0,None,Unclear,False,户外 | 日常,,positive,1.0,,,,日常 | 户外,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/landscape.,none,0.0,1.0,0.75,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,landscape,"Rejected in review: Node B image curation category is landscape, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-692ec0f4000000001f00490d-08,692ec0f4000000001f00490d,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\692ec0f4000000001f00490d\image_08.webp,#Gorpcore,GRP-XHS-692ec0f4000000001f00490d,Gorpcore ootd｜户外日常 ₊⁺,reject,landscape,none,none,unclear,Unclear,unclear,0,None,Unclear,False,户外 | 日常,,positive,1.0,,,,日常 | 户外,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/landscape.,none,0.0,1.0,0.75,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,landscape,"Rejected in review: Node B image curation category is landscape, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-692ffcd0000000000d03af2b-03,692ffcd0000000000d03af2b,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\692ffcd0000000000d03af2b\image_03.webp,#Gorpcore,GRP-XHS-692ffcd0000000000d03af2b,今年最后一次攀登,reject,landscape,none,none,unclear,Outdoor,unclear,0,None,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/landscape.,none,0.0,0.95,0.7125,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,landscape,"Rejected in review: Node B image curation category is landscape, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-692ffcd0000000000d03af2b-04,692ffcd0000000000d03af2b,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\692ffcd0000000000d03af2b\image_04.webp,#Gorpcore,GRP-XHS-692ffcd0000000000d03af2b,今年最后一次攀登,reject,landscape,red,white,unclear,Outdoor,unclear,0,Unclear,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/landscape.,none,0.0,0.9,0.675,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,landscape,"Rejected in review: Node B image curation category is landscape, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-69300d92000000001b03083b-09,69300d92000000001b03083b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69300d92000000001b03083b\image_09.webp,#机能风穿搭,GRP-XHS-69300d92000000001b03083b,代号001 任务完成,reject,half_body_outfit,black,none,unclear,Unclear,unclear,0,Unclear,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/half_body_outfit.,none,0.0,0.8,0.6,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,half_body_outfit,Rejected in review: Node B rejected the image (); keep it out of the curated dataset.,,,,,2026-06-11
GRP-XHS-69300d92000000001b03083b-10,69300d92000000001b03083b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69300d92000000001b03083b\image_10.webp,#机能风穿搭,GRP-XHS-69300d92000000001b03083b,代号001 任务完成,reject,full_body_outfit,black,none,nylon | tactical fabric | technical,Outdoor,medium,4,Unclear,Regular,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/full_body_outfit.,none,0.6,0.9,0.675,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,full_body_outfit,Rejected in review: Node B rejected the image (); keep it out of the curated dataset.,,,,,2026-06-11
GRP-XHS-6936cb07000000001e0062c4-02,6936cb07000000001e0062c4,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\6936cb07000000001e0062c4\image_02.webp,#Gorpcore,GRP-XHS-6936cb07000000001e0062c4,记录1️⃣次山野徒步,use,half_body_outfit,black,yellow,nylon | technical fabric | mesh,Urban_Commute,lightweight,0,Exposed,Regular,False,徒步,,neutral,0.0,,,,徒步,0.78,outdoor_text_vs_low_relevance_urban_visual,"Text indicates outdoor use, but visual label is urban/low-relevance.",none,0.3,0.85,0.663,True,low_gorpcore_relevance | final_confidence_below_0.70,Codex assisted human review,revise,half_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,black,nylon | technical fabric | mesh,Urban_Commute,none,2026-06-11
GRP-XHS-6936cb07000000001e0062c4-04,6936cb07000000001e0062c4,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\6936cb07000000001e0062c4\image_04.webp,#Gorpcore,GRP-XHS-6936cb07000000001e0062c4,记录1️⃣次山野徒步,reject,landscape,none,none,unclear,Unclear,unclear,0,None,Unclear,False,徒步,,neutral,0.0,,,,徒步,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/landscape.,none,0.0,1.0,0.75,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,landscape,"Rejected in review: Node B image curation category is landscape, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-6936cb07000000001e0062c4-07,6936cb07000000001e0062c4,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\6936cb07000000001e0062c4\image_07.webp,#Gorpcore,GRP-XHS-6936cb07000000001e0062c4,记录1️⃣次山野徒步,reject,landscape,none,none,unclear,Unclear,unclear,0,None,Unclear,False,徒步,,neutral,0.0,,,,徒步,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/landscape.,none,0.0,1.0,0.75,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,landscape,"Rejected in review: Node B image curation category is landscape, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-693a84ad000000001e00c2bf-03,693a84ad000000001e00c2bf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\693a84ad000000001e00c2bf\image_03.webp,#机能风穿搭,GRP-XHS-693a84ad000000001e00c2bf,亚文化穿搭/WSW无身物,use,full_body_outfit,black,beige,leather | nylon | shell fabric,Fashion_Street,medium,2,Unclear,Oversized,False,穿搭,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.95,0.836,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,black,leather | nylon | shell fabric,Fashion_Street,none,2026-06-11
GRP-XHS-693a84ad000000001e00c2bf-07,693a84ad000000001e00c2bf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\693a84ad000000001e00c2bf\image_07.webp,#机能风穿搭,GRP-XHS-693a84ad000000001e00c2bf,亚文化穿搭/WSW无身物,use,full_body_outfit,blue,white,denim | ripped fabric | nylon | mesh,Fashion_Street,medium,2,Unclear,Regular,False,穿搭,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.95,0.836,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,blue,denim | ripped fabric | nylon | mesh,Fashion_Street,none,2026-06-11
GRP-XHS-693ab0b6000000001f005bfb-01,693ab0b6000000001f005bfb,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\693ab0b6000000001f005bfb\image_01.webp,#Gorpcore,GRP-XHS-693ab0b6000000001f005bfb,你穿的户外Gorpcore风是这样来的？,reject,text_overlay_outfit,none,none,unclear,Unclear,unclear,0,None,Unclear,False,户外,,neutral,0.0,,,,户外,0.65,visual_rejected_or_non_outfit,Node B status/category is reject/text_overlay_outfit.,none,0.0,0.95,0.6175,True,visual_rejected_or_non_outfit | high_text_overlay | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,reject,text_overlay_outfit,Rejected in review: Node B rejected the image (); keep it out of the curated dataset.,,,,,2026-06-11
GRP-XHS-693ab0b6000000001f005bfb-03,693ab0b6000000001f005bfb,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\693ab0b6000000001f005bfb\image_03.webp,#Gorpcore,GRP-XHS-693ab0b6000000001f005bfb,你穿的户外Gorpcore风是这样来的？,reject,product_marketing,none,none,unclear,Unclear,unclear,0,None,Unclear,False,户外,,neutral,0.0,,,,户外,0.65,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.0,0.95,0.6175,True,visual_rejected_or_non_outfit | high_text_overlay | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-693ab0b6000000001f005bfb-04,693ab0b6000000001f005bfb,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\693ab0b6000000001f005bfb\image_04.webp,#Gorpcore,GRP-XHS-693ab0b6000000001f005bfb,你穿的户外Gorpcore风是这样来的？,reject,text_screenshot,none,none,unclear,Unclear,unclear,0,None,Unclear,False,户外,,neutral,0.0,,,,户外,0.65,visual_rejected_or_non_outfit,Node B status/category is reject/text_screenshot.,none,0.0,0.95,0.6175,True,visual_rejected_or_non_outfit | high_text_overlay | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,reject,text_screenshot,"Rejected in review: Node B image curation category is text_screenshot, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-693ab0b6000000001f005bfb-06,693ab0b6000000001f005bfb,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\693ab0b6000000001f005bfb\image_06.webp,#Gorpcore,GRP-XHS-693ab0b6000000001f005bfb,你穿的户外Gorpcore风是这样来的？,reject,multi_panel_outfit,none,none,unclear,Unclear,unclear,0,Unclear,Unclear,False,户外,,neutral,0.0,,,,户外,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/multi_panel_outfit.,none,0.0,0.95,0.7125,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,multi_panel_outfit,Rejected in review: Node B rejected the image (); keep it out of the curated dataset.,,,,,2026-06-11
GRP-XHS-693ff373000000001e011f3e-01,693ff373000000001e011f3e,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\693ff373000000001e011f3e\image_01.webp,#机能风穿搭,GRP-XHS-693ff373000000001e011f3e,3*outfits冲锋衣穿搭公式-,use,multi_panel_outfit,black,gray,matte nylon | technical shell | waterproof,Urban_Commute,medium,2,Exposed,Regular,False,冲锋衣 | 穿搭,,neutral,0.0,,,,,0.9,none,none,none,0.8,0.9,0.81,True,high_text_overlay,Codex assisted human review,accept,multi_panel_outfit,Accepted in review: valid outfit image and review flag is minor or already resolved by visual label.,,,,,2026-06-11
GRP-XHS-694fc9a7000000001e002664-13,694fc9a7000000001e002664,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\694fc9a7000000001e002664\image_13.webp,#机能风穿搭,GRP-XHS-694fc9a7000000001e002664,跑道上的高定！特步秀场运动装竟能这飒！,reject,product_marketing,none,none,unclear,Unclear,unclear,0,None,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.0,0.95,0.7125,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-694fc9a7000000001e002664-14,694fc9a7000000001e002664,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\694fc9a7000000001e002664\image_14.webp,#机能风穿搭,GRP-XHS-694fc9a7000000001e002664,跑道上的高定！特步秀场运动装竟能这飒！,reject,unrelated,none,none,unclear,Unclear,unclear,0,None,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/unrelated.,none,0.0,0.95,0.7125,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,unrelated,"Rejected in review: Node B image curation category is unrelated, not a usable outfit-analysis image.",,,,,2026-06-11
