Image_ID,note_id,image_path,run_status,Curation_Status,Image_Category,Reject_Reason,Body_Coverage,Text_Overlay_Level,Outfit_Count,Main_Subject_Visibility,Gorpcore_Relevance,Confidence
GRP-XHS-69fd4d5b000000002300483c-03,69fd4d5b000000002300483c,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69fd4d5b000000002300483c\image_03.webp,annotated,reject,multi_panel_outfit,product_only,full_body,low,4,clear,0.0,0.9
GRP-XHS-68fdcb200000000004004f3d-01,68fdcb200000000004004f3d,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68fdcb200000000004004f3d\image_01.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.95,0.98
GRP-XHS-68fdcb200000000004004f3d-02,68fdcb200000000004004f3d,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68fdcb200000000004004f3d\image_02.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.9,0.95
GRP-XHS-69fe30280000000036019935-01,69fe30280000000036019935,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69fe30280000000036019935\image_01.webp,annotated,use,full_body_outfit,none,full_body,medium,1,clear,0.65,0.85
GRP-XHS-69fe30280000000036019935-02,69fe30280000000036019935,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69fe30280000000036019935\image_02.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.6,0.85
GRP-XHS-685413a90000000012016c9b-01,685413a90000000012016c9b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\685413a90000000012016c9b\image_01.webp,annotated,use,multi_panel_outfit,none,full_body,medium,16,clear,0.85,0.9
GRP-XHS-68ccce0f0000000013007a4b-01,68ccce0f0000000013007a4b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ccce0f0000000013007a4b\image_01.webp,annotated,use,multi_panel_outfit,none,full_body,none,6,clear,0.3,0.85
GRP-XHS-68ccce0f0000000013007a4b-02,68ccce0f0000000013007a4b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ccce0f0000000013007a4b\image_02.webp,annotated,reject,product_marketing,product_only,full_body,low,1,clear,0.0,0.9
GRP-XHS-68ccce0f0000000013007a4b-03,68ccce0f0000000013007a4b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ccce0f0000000013007a4b\image_03.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.2,0.9
GRP-XHS-68ccce0f0000000013007a4b-04,68ccce0f0000000013007a4b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ccce0f0000000013007a4b\image_04.webp,annotated,reject,product_marketing,product_only,full_body,low,1,clear,0.1,0.9
GRP-XHS-68ccce0f0000000013007a4b-05,68ccce0f0000000013007a4b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ccce0f0000000013007a4b\image_05.webp,annotated,reject,product_marketing,product_only,full_body,low,1,clear,0.1,0.9
GRP-XHS-68ccce0f0000000013007a4b-07,68ccce0f0000000013007a4b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68ccce0f0000000013007a4b\image_07.webp,annotated,reject,full_body_outfit,product_only,full_body,low,1,clear,0.0,0.9
GRP-XHS-69f84380000000003501ef4f-01,69f84380000000003501ef4f,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f84380000000003501ef4f\image_01.webp,annotated,use,half_body_outfit,none,upper_body,low,1,clear,0.7,0.9
GRP-XHS-69f84380000000003501ef4f-02,69f84380000000003501ef4f,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f84380000000003501ef4f\image_02.webp,annotated,use,half_body_outfit,none,upper_body,low,1,clear,0.85,0.9
GRP-XHS-69f84380000000003501ef4f-03,69f84380000000003501ef4f,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f84380000000003501ef4f\image_03.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.7,0.9
GRP-XHS-684bd329000000002100aac3-01,684bd329000000002100aac3,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\684bd329000000002100aac3\image_01.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.85,0.95
GRP-XHS-684bd329000000002100aac3-02,684bd329000000002100aac3,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\684bd329000000002100aac3\image_02.webp,annotated,use,full_body_outfit,none,full_body,medium,1,clear,0.95,0.98
GRP-XHS-684bd329000000002100aac3-03,684bd329000000002100aac3,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\684bd329000000002100aac3\image_03.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.3,0.9
GRP-XHS-684bd329000000002100aac3-04,684bd329000000002100aac3,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\684bd329000000002100aac3\image_04.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.65,0.9
GRP-XHS-684bd329000000002100aac3-05,684bd329000000002100aac3,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\684bd329000000002100aac3\image_05.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.85,0.95
GRP-XHS-693ff373000000001e011f3e-01,693ff373000000001e011f3e,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\693ff373000000001e011f3e\image_01.webp,annotated,use,multi_panel_outfit,none,full_body,high,5,clear,0.8,0.9
GRP-XHS-69130db200000000030388ad-01,69130db200000000030388ad,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69130db200000000030388ad\image_01.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.7,0.9
GRP-XHS-69130db200000000030388ad-02,69130db200000000030388ad,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69130db200000000030388ad\image_02.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.3,0.9
GRP-XHS-69130db200000000030388ad-03,69130db200000000030388ad,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69130db200000000030388ad\image_03.webp,annotated,reject,full_body_outfit,no_visible_outfit,full_body,none,1,clear,0.1,0.8
GRP-XHS-69130db200000000030388ad-04,69130db200000000030388ad,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69130db200000000030388ad\image_04.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.7,0.95
GRP-XHS-69130db200000000030388ad-05,69130db200000000030388ad,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69130db200000000030388ad\image_05.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.4,0.9
GRP-XHS-69130db200000000030388ad-06,69130db200000000030388ad,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69130db200000000030388ad\image_06.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.65,0.9
GRP-XHS-6a0dc98300000000070133ba-01,6a0dc98300000000070133ba,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a0dc98300000000070133ba\image_01.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.3,0.9
GRP-XHS-6a0dc98300000000070133ba-02,6a0dc98300000000070133ba,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a0dc98300000000070133ba\image_02.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.75,0.9
GRP-XHS-6a0dc98300000000070133ba-03,6a0dc98300000000070133ba,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a0dc98300000000070133ba\image_03.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.3,0.8
GRP-XHS-6a0dc98300000000070133ba-05,6a0dc98300000000070133ba,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a0dc98300000000070133ba\image_05.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.9,0.95
GRP-XHS-6917141b0000000004000ab4-01,6917141b0000000004000ab4,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6917141b0000000004000ab4\image_01.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.7,0.9
GRP-XHS-6917141b0000000004000ab4-02,6917141b0000000004000ab4,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6917141b0000000004000ab4\image_02.webp,annotated,use,half_body_outfit,none,upper_body,low,1,clear,0.4,0.8
GRP-XHS-68a328a7000000001c004504-01,68a328a7000000001c004504,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68a328a7000000001c004504\image_01.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.85,0.95
GRP-XHS-69f054a8000000001f0002b0-01,69f054a8000000001f0002b0,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f054a8000000001f0002b0\image_01.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.7,0.9
GRP-XHS-69f054a8000000001f0002b0-02,69f054a8000000001f0002b0,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f054a8000000001f0002b0\image_02.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.3,0.9
GRP-XHS-69f054a8000000001f0002b0-03,69f054a8000000001f0002b0,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f054a8000000001f0002b0\image_03.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.6,0.9
GRP-XHS-69f054a8000000001f0002b0-04,69f054a8000000001f0002b0,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f054a8000000001f0002b0\image_04.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.3,0.9
GRP-XHS-69f054a8000000001f0002b0-06,69f054a8000000001f0002b0,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f054a8000000001f0002b0\image_06.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.2,0.9
GRP-XHS-69f054a8000000001f0002b0-07,69f054a8000000001f0002b0,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f054a8000000001f0002b0\image_07.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.6,0.9
GRP-XHS-69f054a8000000001f0002b0-08,69f054a8000000001f0002b0,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f054a8000000001f0002b0\image_08.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.3,0.9
GRP-XHS-69f054a8000000001f0002b0-10,69f054a8000000001f0002b0,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f054a8000000001f0002b0\image_10.webp,annotated,use,detail_closeup,none,lower_body,none,1,clear,0.6,0.9
GRP-XHS-69aa29ee0000000023039968-01,69aa29ee0000000023039968,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69aa29ee0000000023039968\image_01.webp,annotated,use,multi_panel_outfit,none,full_body,none,2,clear,0.85,0.95
GRP-XHS-69aa29ee0000000023039968-02,69aa29ee0000000023039968,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69aa29ee0000000023039968\image_02.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.85,0.95
GRP-XHS-69aa29ee0000000023039968-03,69aa29ee0000000023039968,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69aa29ee0000000023039968\image_03.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.85,0.95
GRP-XHS-693a84ad000000001e00c2bf-01,693a84ad000000001e00c2bf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\693a84ad000000001e00c2bf\image_01.webp,annotated,use,multi_panel_outfit,none,full_body,none,6,clear,0.4,0.9
GRP-XHS-693a84ad000000001e00c2bf-03,693a84ad000000001e00c2bf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\693a84ad000000001e00c2bf\image_03.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.3,0.95
GRP-XHS-693a84ad000000001e00c2bf-04,693a84ad000000001e00c2bf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\693a84ad000000001e00c2bf\image_04.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.7,0.9
GRP-XHS-693a84ad000000001e00c2bf-05,693a84ad000000001e00c2bf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\693a84ad000000001e00c2bf\image_05.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.6,0.9
GRP-XHS-693a84ad000000001e00c2bf-06,693a84ad000000001e00c2bf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\693a84ad000000001e00c2bf\image_06.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.4,0.9
GRP-XHS-693a84ad000000001e00c2bf-07,693a84ad000000001e00c2bf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\693a84ad000000001e00c2bf\image_07.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.3,0.95
GRP-XHS-68c19517000000001d03874b-01,68c19517000000001d03874b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68c19517000000001d03874b\image_01.webp,annotated,reject,text_overlay_outfit,text_dominant,full_body,high,3,clear,0.1,0.8
GRP-XHS-6a05825d000000000702b197-01,6a05825d000000000702b197,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a05825d000000000702b197\image_01.webp,annotated,use,multi_panel_outfit,none,full_body,low,1,clear,0.75,0.95
GRP-XHS-6a05825d000000000702b197-02,6a05825d000000000702b197,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a05825d000000000702b197\image_02.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.85,0.95
GRP-XHS-6a05825d000000000702b197-03,6a05825d000000000702b197,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a05825d000000000702b197\image_03.webp,annotated,use,multi_panel_outfit,none,full_body,low,1,clear,0.7,0.95
GRP-XHS-6a05825d000000000702b197-04,6a05825d000000000702b197,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a05825d000000000702b197\image_04.webp,annotated,use,multi_panel_outfit,none,full_body,none,9,clear,0.7,0.95
GRP-XHS-6a00ae370000000006021063-01,6a00ae370000000006021063,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a00ae370000000006021063\image_01.webp,annotated,use,multi_panel_outfit,none,full_body,medium,6,clear,0.9,0.95
GRP-XHS-6a0b15450000000038037235-01,6a0b15450000000038037235,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a0b15450000000038037235\image_01.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.3,0.9
GRP-XHS-6a0b15450000000038037235-02,6a0b15450000000038037235,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a0b15450000000038037235\image_02.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.6,0.95
GRP-XHS-6a0b15450000000038037235-03,6a0b15450000000038037235,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a0b15450000000038037235\image_03.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.65,0.9
GRP-XHS-68bea965000000001d03b803-01,68bea965000000001d03b803,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68bea965000000001d03b803\image_01.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.7,0.9
GRP-XHS-68bea965000000001d03b803-02,68bea965000000001d03b803,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68bea965000000001d03b803\image_02.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.7,0.9
GRP-XHS-6a104136000000003601bfaf-01,6a104136000000003601bfaf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a104136000000003601bfaf\image_01.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.3,0.9
GRP-XHS-6a104136000000003601bfaf-02,6a104136000000003601bfaf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a104136000000003601bfaf\image_02.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.3,0.9
GRP-XHS-6a104136000000003601bfaf-03,6a104136000000003601bfaf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a104136000000003601bfaf\image_03.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.6,0.9
GRP-XHS-6a104136000000003601bfaf-04,6a104136000000003601bfaf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a104136000000003601bfaf\image_04.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.6,0.85
GRP-XHS-6a104136000000003601bfaf-05,6a104136000000003601bfaf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a104136000000003601bfaf\image_05.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.65,0.9
GRP-XHS-6a104136000000003601bfaf-06,6a104136000000003601bfaf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a104136000000003601bfaf\image_06.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.3,0.9
GRP-XHS-6a104136000000003601bfaf-07,6a104136000000003601bfaf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a104136000000003601bfaf\image_07.webp,annotated,use,half_body_outfit,none,upper_body,none,1,clear,0.4,0.85
GRP-XHS-6a104136000000003601bfaf-08,6a104136000000003601bfaf,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6a104136000000003601bfaf\image_08.webp,annotated,use,half_body_outfit,none,upper_body,none,1,clear,0.4,0.8
GRP-XHS-68b915e3000000001d006f2e-01,68b915e3000000001d006f2e,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b915e3000000001d006f2e\image_01.webp,annotated,reject,unrelated,unrelated,full_body,none,1,clear,0.0,0.95
GRP-XHS-68b915e3000000001d006f2e-02,68b915e3000000001d006f2e,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b915e3000000001d006f2e\image_02.webp,annotated,reject,full_body_outfit,product_only,full_body,none,1,clear,0.0,0.9
GRP-XHS-68b915e3000000001d006f2e-03,68b915e3000000001d006f2e,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b915e3000000001d006f2e\image_03.webp,annotated,reject,unrelated,unrelated,full_body,none,1,clear,0.0,0.95
GRP-XHS-68b915e3000000001d006f2e-04,68b915e3000000001d006f2e,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b915e3000000001d006f2e\image_04.webp,annotated,reject,full_body_outfit,product_only,full_body,none,1,clear,0.2,0.9
GRP-XHS-68b063df000000001d01d584-01,68b063df000000001d01d584,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b063df000000001d01d584\image_01.webp,annotated,review,multi_panel_outfit,none,full_body,medium,5,clear,0.9,0.8
GRP-XHS-68b063df000000001d01d584-02,68b063df000000001d01d584,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b063df000000001d01d584\image_02.webp,annotated,reject,unrelated,unrelated,none,high,0,unclear,0.0,0.9
GRP-XHS-68b063df000000001d01d584-03,68b063df000000001d01d584,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b063df000000001d01d584\image_03.webp,annotated,reject,text_overlay_outfit,product_only,partial_detail,high,1,partial,0.0,0.9
GRP-XHS-68b063df000000001d01d584-04,68b063df000000001d01d584,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b063df000000001d01d584\image_04.webp,annotated,use,multi_panel_outfit,none,full_body,low,5,clear,0.95,0.9
GRP-XHS-68b063df000000001d01d584-05,68b063df000000001d01d584,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b063df000000001d01d584\image_05.webp,annotated,reject,text_overlay_outfit,product_only,partial_detail,high,1,partial,0.0,0.9
GRP-XHS-68b063df000000001d01d584-06,68b063df000000001d01d584,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b063df000000001d01d584\image_06.webp,annotated,reject,unrelated,product_only,none,high,0,none,0.0,0.95
GRP-XHS-68b063df000000001d01d584-07,68b063df000000001d01d584,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b063df000000001d01d584\image_07.webp,annotated,review,multi_panel_outfit,none,multiple,medium,5,clear,0.8,0.7
GRP-XHS-68b063df000000001d01d584-08,68b063df000000001d01d584,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b063df000000001d01d584\image_08.webp,annotated,use,full_body_outfit,none,full_body,low,5,clear,0.95,0.98
GRP-XHS-68b063df000000001d01d584-09,68b063df000000001d01d584,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b063df000000001d01d584\image_09.webp,annotated,use,multi_panel_outfit,none,full_body,medium,1,clear,0.95,0.9
GRP-XHS-68b063df000000001d01d584-11,68b063df000000001d01d584,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b063df000000001d01d584\image_11.webp,annotated,review,multi_panel_outfit,none,full_body,medium,1,clear,0.9,0.85
GRP-XHS-68b063df000000001d01d584-14,68b063df000000001d01d584,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b063df000000001d01d584\image_14.webp,annotated,reject,product_marketing,product_only,full_body,medium,4,clear,0.0,0.95
GRP-XHS-68b063df000000001d01d584-15,68b063df000000001d01d584,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68b063df000000001d01d584\image_15.webp,annotated,use,multi_panel_outfit,none,full_body,medium,5,clear,0.95,0.9
GRP-XHS-68afb216000000001c013882-01,68afb216000000001c013882,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68afb216000000001c013882\image_01.webp,annotated,use,multi_panel_outfit,none,full_body,low,8,clear,0.9,0.95
GRP-XHS-68afb216000000001c013882-02,68afb216000000001c013882,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68afb216000000001c013882\image_02.webp,annotated,use,full_body_outfit,none,full_body,low,2,clear,0.9,0.95
GRP-XHS-68afb216000000001c013882-03,68afb216000000001c013882,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68afb216000000001c013882\image_03.webp,annotated,use,full_body_outfit,none,full_body,low,2,clear,0.7,0.95
GRP-XHS-6846cf5a0000000022035d51-01,6846cf5a0000000022035d51,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6846cf5a0000000022035d51\image_01.webp,annotated,use,half_body_outfit,none,upper_body,low,1,clear,0.8,0.95
GRP-XHS-6846cf5a0000000022035d51-02,6846cf5a0000000022035d51,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\6846cf5a0000000022035d51\image_02.webp,annotated,use,half_body_outfit,none,upper_body,low,1,clear,0.85,0.9
GRP-XHS-69950c88000000001d012fef-01,69950c88000000001d012fef,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69950c88000000001d012fef\image_01.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.9,0.95
GRP-XHS-69fda804000000001e00d51b-01,69fda804000000001e00d51b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69fda804000000001e00d51b\image_01.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.75,0.9
GRP-XHS-69fda804000000001e00d51b-02,69fda804000000001e00d51b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69fda804000000001e00d51b\image_02.webp,annotated,use,half_body_outfit,none,upper_body,none,1,clear,0.85,0.9
GRP-XHS-69fda804000000001e00d51b-03,69fda804000000001e00d51b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69fda804000000001e00d51b\image_03.webp,annotated,use,half_body_outfit,none,upper_body,none,1,clear,0.8,0.9
GRP-XHS-69300d92000000001b03083b-01,69300d92000000001b03083b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69300d92000000001b03083b\image_01.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.85,0.95
GRP-XHS-69300d92000000001b03083b-02,69300d92000000001b03083b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69300d92000000001b03083b\image_02.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.85,0.95
GRP-XHS-69300d92000000001b03083b-03,69300d92000000001b03083b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69300d92000000001b03083b\image_03.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.85,0.95
GRP-XHS-69300d92000000001b03083b-04,69300d92000000001b03083b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69300d92000000001b03083b\image_04.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.7,0.9
GRP-XHS-69300d92000000001b03083b-05,69300d92000000001b03083b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69300d92000000001b03083b\image_05.webp,annotated,use,half_body_outfit,none,upper_body,none,1,clear,0.85,0.9
GRP-XHS-69300d92000000001b03083b-06,69300d92000000001b03083b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69300d92000000001b03083b\image_06.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.85,0.9
GRP-XHS-69300d92000000001b03083b-07,69300d92000000001b03083b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69300d92000000001b03083b\image_07.webp,annotated,use,half_body_outfit,none,upper_body,low,1,clear,0.85,0.9
GRP-XHS-69300d92000000001b03083b-08,69300d92000000001b03083b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69300d92000000001b03083b\image_08.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.6,0.85
GRP-XHS-69300d92000000001b03083b-09,69300d92000000001b03083b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69300d92000000001b03083b\image_09.webp,annotated,reject,half_body_outfit,no_visible_outfit,upper_body,none,1,clear,0.0,0.8
GRP-XHS-69300d92000000001b03083b-10,69300d92000000001b03083b,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69300d92000000001b03083b\image_10.webp,annotated,reject,full_body_outfit,product_only,full_body,none,1,clear,0.6,0.9
GRP-XHS-68fd74df000000000301809d-01,68fd74df000000000301809d,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68fd74df000000000301809d\image_01.webp,annotated,use,multi_panel_outfit,none,full_body,low,9,clear,0.95,0.98
GRP-XHS-68fd74df000000000301809d-02,68fd74df000000000301809d,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68fd74df000000000301809d\image_02.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.95,0.98
GRP-XHS-68fd74df000000000301809d-03,68fd74df000000000301809d,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68fd74df000000000301809d\image_03.webp,annotated,use,full_body_outfit,none,full_body,low,1,clear,0.95,0.98
GRP-XHS-68fd74df000000000301809d-04,68fd74df000000000301809d,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\68fd74df000000000301809d\image_04.webp,annotated,use,full_body_outfit,none,full_body,none,1,clear,0.95,0.98
